38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,38:17:c3:1e:ff:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:50,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:10,66:2a:2f:53:7c:99,b0:be:76:f8:30:5e,80:8d:b7:55:39:c1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1e:ff:11,38:17:c3:19:d7:60,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:45:b1,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:92:21,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,00:4e:35:de:e1:12,00:4e:35:de:e1:02,38:17:c3:1f:08:41,44:48:c1:91:95:b2,38:17:c3:1f:08:50,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:31,38:17:c3:1f:22:21,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:40,38:17:c3:1f:22:30,38:17:c3:1f:22:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:90,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:22,38:17:c3:19:71:92,00:4e:35:de:d7:43,38:17:c3:1f:22:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:24:4f:10,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,20:a6:cd:42:0b:f0,68:ff:7b:e4:af:39,72:32:b1:3e:1a:b8,38:17:c3:1f:09:90,20:a6:cd:42:0b:f2,38:17:c3:24:4f:00,32:f7:72:50:57:3b,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,00:4e:35:df:27:01,38:17:c3:1b:08:b2,38:17:c3:19:36:32,38:17:c3:1f:0f:91,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:1f:09:92,38:17:c3:1b:08:b1,00:4e:35:df:27:12,68:ff:7b:e4:af:38,00:4e:35:df:27:02,38:17:c3:19:71:91,70:56:81:c9:91:ab,38:17:c3:1f:09:91,38:17:c3:1f:09:83,56:13:79:14:54:6d,b4:5d:50:e1:96:43,72:32:b1:3e:1a:b7,20:a6:cd:42:0b:f1,38:17:c3:24:4f:12,b4:5d:50:e1:96:51,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:58:b1,38:17:c3:1f:09:93,20:a6:cd:42:0b:f3,38:17:c3:19:36:30,44:48:c1:91:95:b3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-98,-100,-77,-59,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-72,-80,-80,-78,-80,-72,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-62,-100,-100,-100,-60,-100,-95,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-82,-82,-82,-100,-100,-80,-100,-93,-96,-86,-86,-96,-100,-94,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-87,-81,-100,-100,-82,-90,-100,-81,-91,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-85,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-77,-60,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-72,-82,-82,-78,-82,-73,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-62,-96,-93,-96,-60,-100,-95,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-85,-89,-89,-100,-100,-89,-100,-93,-96,-93,-93,-96,-100,-98,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-88,-81,-100,-100,-83,-90,-100,-81,-91,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-85,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-79,-61,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-71,-82,-82,-77,-82,-71,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-62,-61,-100,-100,-100,-62,-100,-92,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-89,-89,-89,-100,-100,-86,-96,-93,-96,-93,-93,-96,-100,-98,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-88,-81,-100,-100,-83,-90,-100,-81,-91,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-85,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-78,-61,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-71,-82,-82,-77,-82,-72,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-62,-62,-100,-96,-100,-62,-100,-95,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-87,-89,-89,-100,-100,-86,-96,-93,-96,-93,-93,-96,-100,-98,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-88,-81,-100,-100,-83,-90,-100,-81,-91,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-85,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-78,-60,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-71,-82,-82,-77,-82,-71,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-63,-61,-100,-100,-100,-63,-100,-95,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-89,-89,-89,-100,-100,-82,-92,-93,-96,-93,-93,-96,-100,-98,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-88,-81,-100,-100,-82,-90,-100,-81,-91,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-85,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-78,-60,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-71,-82,-82,-77,-82,-71,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-63,-61,-100,-100,-100,-63,-100,-95,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-89,-89,-89,-100,-100,-82,-92,-93,-96,-93,-93,-96,-100,-98,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-88,-81,-100,-100,-82,-90,-100,-81,-91,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-85,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-98,-100,-78,-60,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-72,-81,-81,-78,-81,-72,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-61,-61,-100,-100,-100,-61,-100,-95,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-86,-86,-85,-100,-100,-81,-96,-93,-96,-89,-89,-96,-100,-96,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-88,-81,-100,-100,-82,-90,-100,-81,-91,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-85,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-78,-60,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-71,-82,-82,-77,-82,-71,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-63,-61,-100,-100,-100,-63,-100,-95,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-89,-89,-89,-100,-100,-82,-92,-93,-96,-93,-93,-96,-100,-98,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-88,-81,-100,-100,-82,-90,-100,-81,-91,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-85,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-78,-61,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-71,-82,-82,-77,-82,-72,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-62,-62,-100,-96,-100,-62,-100,-95,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-87,-89,-89,-100,-100,-86,-96,-93,-96,-93,-93,-96,-100,-98,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-88,-81,-100,-100,-83,-90,-100,-81,-91,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-85,-100,-100,-100,-100,-100,-100,303.6000000000001,799.6000000000007,55.0
-100,-100,-100,-100,-100,-100,-100,-88,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-88,-88,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-80,-100,-81,-68,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-100,-100,-100,-100,-100,-84,-100,-84,-80,-65,-69,-73,-73,-69,-73,-69,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-87,-100,-100,-66,-100,-66,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-82,-82,-83,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-87,-82,-100,-100,-82,-98,-100,-82,-91,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-87,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56.0
-100,-100,-100,-100,-100,-100,-100,-88,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-88,-88,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-80,-100,-81,-68,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-100,-100,-100,-100,-100,-84,-100,-84,-80,-65,-69,-73,-73,-69,-73,-69,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-87,-100,-100,-66,-100,-66,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-82,-82,-83,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-87,-82,-100,-100,-82,-98,-100,-82,-91,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-87,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56.0
-100,-100,-100,-100,-100,-100,-100,-88,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-88,-88,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-80,-100,-81,-68,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-100,-100,-100,-100,-100,-84,-100,-84,-80,-65,-69,-73,-73,-69,-73,-69,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-87,-100,-100,-66,-100,-66,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-82,-82,-83,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-87,-82,-100,-100,-82,-98,-100,-82,-91,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-87,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56.0
-100,-100,-100,-100,-100,-100,-100,-88,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-94,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-89,-100,-100,-100,-82,-100,-82,-65,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-86,-100,-100,-100,-100,-100,-83,-100,-100,-100,-87,-100,-100,-100,-100,-100,-84,-100,-84,-82,-62,-70,-77,-77,-70,-76,-70,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-87,-100,-100,-66,-100,-66,-62,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-86,-89,-92,-100,-100,-79,-95,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-87,-81,-100,-100,-82,-92,-100,-81,-91,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-85,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56.0
-100,-100,-100,-100,-100,-100,-100,-88,-95,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-90,-100,-100,-100,-85,-85,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-85,-100,-100,-100,-78,-100,-80,-71,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-79,-100,-100,-100,-77,-100,-100,-100,-100,-100,-79,-100,-80,-78,-69,-69,-74,-74,-69,-74,-69,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-87,-100,-100,-66,-100,-66,-69,-100,-100,-100,-65,-100,-94,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-82,-82,-82,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-83,-87,-100,-100,-100,-92,-98,-100,-100,-100,-95,-100,-100,-87,-83,-100,-100,-84,-100,-100,-83,-91,-100,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56.0
-100,-100,-100,-100,-100,-100,-100,-88,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-94,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-89,-100,-100,-100,-82,-100,-82,-65,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-86,-100,-100,-100,-100,-100,-83,-100,-100,-100,-87,-100,-100,-100,-100,-100,-84,-100,-84,-82,-62,-70,-77,-77,-70,-76,-70,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-87,-100,-100,-66,-100,-66,-62,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-86,-89,-92,-100,-100,-79,-95,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-87,-81,-100,-100,-82,-92,-100,-81,-91,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-85,-100,-100,-100,-100,-100,-100,289.4000000000001,799.6000000000007,56.0
-100,-100,-100,-100,-100,-87,-87,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-93,-100,-93,-84,-100,-100,-100,-78,-100,-80,-73,-100,-100,-100,-85,-92,-76,-82,-100,-100,-100,-78,-100,-100,-100,-100,-100,-79,-100,-100,-100,-77,-100,-100,-100,-100,-100,-79,-100,-83,-78,-69,-64,-71,-71,-64,-71,-63,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-90,-100,-100,-71,-100,-72,-69,-100,-100,-100,-72,-100,-88,-100,-100,-100,-100,-100,-100,-77,-72,-100,-100,-81,-81,-81,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-92,-100,-100,-100,-98,-100,-100,-87,-83,-100,-100,-85,-100,-100,-83,-92,-100,-87,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,275.2000000000001,799.6000000000007,57.0
-100,-100,-100,-100,-100,-97,-97,-88,-92,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-95,-100,-100,-100,-85,-85,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-85,-100,-100,-100,-79,-100,-80,-69,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-79,-100,-100,-100,-78,-100,-100,-100,-100,-100,-80,-100,-80,-79,-67,-68,-75,-75,-68,-75,-68,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-83,-100,-100,-67,-100,-67,-67,-100,-100,-100,-66,-100,-91,-100,-100,-100,-100,-100,-100,-81,-75,-100,-100,-82,-82,-82,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-100,-92,-98,-100,-100,-100,-95,-100,-100,-87,-83,-100,-100,-84,-100,-100,-83,-91,-100,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,275.2000000000001,799.6000000000007,57.0
-100,-100,-100,-100,-100,-95,-95,-87,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-95,-100,-100,-100,-84,-84,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-96,-100,-89,-83,-100,-100,-100,-79,-100,-80,-71,-100,-100,-100,-96,-96,-77,-77,-100,-100,-100,-78,-100,-100,-100,-100,-100,-79,-100,-100,-100,-78,-100,-100,-100,-100,-100,-79,-100,-80,-79,-69,-67,-74,-74,-67,-74,-67,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-83,-100,-100,-68,-100,-68,-69,-100,-100,-100,-67,-100,-88,-100,-100,-100,-100,-100,-100,-79,-73,-100,-100,-82,-82,-82,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-84,-87,-100,-100,-100,-92,-98,-100,-100,-100,-95,-100,-100,-87,-83,-100,-100,-84,-100,-100,-83,-91,-100,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,275.2000000000001,799.6000000000007,57.0
