60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,72:32:b1:3e:1a:b8,9c:d6:43:60:92:e0,44:48:c1:91:d0:04,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:11,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,44:48:c1:91:d0:01,20:a6:cd:42:0a:c2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:14:10,38:17:c3:1f:19:d1,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:02,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b3,38:17:c3:1f:14:01,38:17:c3:1f:09:83,44:48:c1:91:95:a2,38:17:c3:19:45:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:82,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,38:17:c3:1f:09:81,38:17:c3:1f:09:80,38:17:c3:24:47:51,38:17:c3:24:47:52,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:93,38:17:c3:24:47:50,38:17:c3:22:61:90,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:19:45:a1,44:48:c1:91:95:b0,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,00:4e:35:de:d7:43,38:17:c3:19:36:30,20:a6:cd:42:0a:c0,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:24:56:50,38:17:c3:22:61:91,20:a6:cd:42:13:f0,44:48:c1:91:95:a3,38:17:c3:19:45:a2,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,38:17:c3:22:5e:f0,20:a6:cd:42:13:f1,38:17:c3:22:5e:f2,20:a6:cd:42:0b:e3,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:35:02,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:36:32,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:36:31,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,80:8d:b7:55:29:d0,68:ff:7b:e4:af:38,20:a6:cd:50:24:b0,38:17:c3:1e:ff:11,38:17:c3:19:36:22,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,20:a6:cd:50:24:b2,20:a6:cd:50:24:a2,38:17:c3:1f:0e:10,38:17:c3:1e:ff:01,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,00:4e:35:df:06:52,20:a6:cd:50:24:a0,38:17:c3:1f:22:30,00:4e:35:de:e1:12,00:4e:35:df:06:51,b4:5d:50:e1:92:23,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,x,y,label
-60,-62,-62,-62,-62,-68,-78,-77,-72,-71,-73,-79,-80,-100,-100,-100,-100,-79,-80,-100,-76,-77,-77,-76,-100,-83,-100,-83,-83,-77,-77,-84,-85,-83,-100,-83,-77,-85,-84,-84,-84,-85,-83,-100,-82,-83,-84,-100,-100,-100,-83,-85,-83,-88,-100,-100,-87,-87,-85,-85,-89,-88,-89,-86,-100,-82,-90,-90,-85,-89,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-88,-100,-100,-90,-92,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-100,-61,-62,-63,-62,-60,-80,-79,-100,-72,-74,-79,-78,-77,-77,-77,-77,-79,-79,-78,-76,-76,-76,-77,-100,-100,-100,-100,-100,-77,-77,-85,-84,-100,-100,-100,-78,-84,-85,-86,-85,-85,-84,-83,-82,-82,-85,-83,-100,-100,-81,-84,-83,-87,-86,-100,-87,-89,-85,-85,-89,-100,-88,-86,-100,-100,-100,-100,-84,-89,-90,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-100,-92,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-100,-70,-59,-100,-100,-70,-100,-100,-74,-74,-75,-78,-77,-78,-78,-79,-78,-77,-77,-78,-75,-74,-76,-75,-80,-85,-100,-100,-85,-78,-78,-83,-83,-100,-81,-80,-78,-82,-89,-100,-100,-89,-75,-75,-85,-85,-91,-68,-100,-86,-86,-90,-91,-85,-100,-100,-84,-84,-85,-85,-84,-88,-85,-87,-93,-80,-91,-100,-89,-85,-85,-100,-100,-86,-100,-87,-100,-100,-100,-82,-92,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-70,-59,-57,-57,-67,-100,-100,-74,-73,-73,-79,-78,-77,-77,-76,-76,-78,-78,-81,-77,-76,-77,-76,-78,-84,-100,-100,-84,-77,-77,-85,-85,-100,-100,-79,-78,-86,-92,-90,-89,-90,-75,-75,-84,-84,-88,-75,-100,-100,-84,-89,-89,-85,-100,-100,-86,-85,-85,-86,-86,-90,-86,-86,-100,-100,-100,-100,-100,-86,-86,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-64,-68,-59,-59,-59,-65,-82,-79,-73,-72,-72,-78,-78,-77,-77,-77,-77,-78,-78,-81,-76,-76,-76,-76,-100,-84,-100,-100,-84,-79,-79,-86,-86,-100,-100,-100,-79,-85,-92,-100,-100,-91,-75,-75,-84,-85,-89,-75,-83,-100,-85,-90,-90,-85,-100,-85,-86,-85,-87,-87,-87,-100,-86,-100,-100,-100,-88,-89,-92,-88,-86,-100,-100,-84,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-100,-69,-59,-58,-58,-100,-100,-100,-73,-73,-73,-78,-78,-78,-78,-78,-79,-78,-77,-79,-77,-77,-77,-77,-80,-85,-100,-100,-85,-78,-76,-84,-84,-100,-80,-79,-77,-85,-91,-100,-100,-91,-73,-73,-83,-83,-89,-74,-100,-89,-83,-89,-91,-100,-87,-100,-100,-100,-86,-85,-86,-87,-86,-88,-100,-80,-89,-89,-91,-86,-85,-100,-100,-85,-88,-88,-100,-100,-100,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-68,-59,-59,-59,-62,-100,-79,-76,-75,-75,-79,-79,-77,-77,-77,-77,-79,-79,-100,-75,-75,-75,-75,-100,-85,-83,-84,-84,-81,-80,-86,-86,-84,-79,-100,-80,-86,-91,-90,-91,-89,-75,-74,-100,-100,-90,-75,-82,-100,-100,-91,-91,-85,-100,-100,-85,-85,-86,-86,-84,-88,-84,-87,-100,-100,-90,-100,-100,-84,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-69,-59,-58,-58,-66,-100,-100,-73,-73,-73,-80,-79,-76,-78,-78,-77,-80,-80,-100,-77,-76,-77,-76,-100,-100,-100,-81,-85,-79,-79,-85,-85,-100,-100,-100,-80,-85,-90,-92,-91,-90,-76,-100,-84,-84,-100,-100,-82,-100,-84,-100,-100,-85,-86,-100,-86,-86,-85,-84,-85,-87,-85,-84,-100,-100,-100,-100,-100,-86,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-65,-64,-62,-63,-70,-82,-80,-72,-72,-72,-100,-100,-82,-81,-81,-80,-100,-100,-79,-79,-79,-79,-79,-100,-100,-100,-100,-84,-76,-77,-88,-89,-100,-81,-81,-77,-88,-87,-87,-87,-87,-75,-100,-86,-86,-91,-100,-100,-100,-87,-91,-100,-100,-100,-100,-100,-89,-84,-84,-86,-100,-87,-84,-100,-82,-100,-100,-94,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-68,-65,-63,-63,-63,-68,-100,-100,-71,-70,-70,-76,-76,-79,-78,-79,-78,-76,-76,-100,-79,-79,-79,-79,-100,-85,-100,-80,-100,-77,-77,-89,-88,-80,-82,-100,-78,-89,-87,-87,-87,-86,-100,-100,-100,-100,-93,-100,-80,-100,-100,-92,-93,-87,-100,-100,-88,-89,-85,-84,-86,-88,-86,-84,-100,-100,-100,-100,-92,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-64,-64,-61,-63,-63,-100,-100,-100,-100,-100,-100,-76,-75,-79,-79,-80,-79,-76,-76,-100,-80,-80,-80,-80,-100,-100,-100,-100,-100,-78,-77,-86,-87,-100,-100,-100,-77,-87,-87,-86,-86,-86,-77,-77,-89,-90,-91,-77,-84,-100,-89,-91,-100,-89,-100,-100,-88,-89,-85,-84,-87,-87,-85,-87,-100,-100,-100,-89,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-100,-64,-61,-66,-66,-100,-85,-77,-71,-71,-71,-77,-77,-89,-77,-79,-79,-78,-77,-100,-100,-100,-100,-100,-80,-83,-82,-82,-83,-75,-76,-88,-87,-100,-100,-100,-76,-87,-89,-89,-89,-89,-76,-76,-90,-100,-100,-76,-84,-100,-100,-100,-100,-89,-100,-100,-91,-90,-85,-86,-86,-88,-87,-86,-100,-100,-86,-100,-100,-86,-87,-100,-100,-84,-100,-100,-100,-100,-100,-87,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-100,-65,-63,-63,-63,-71,-100,-78,-100,-100,-100,-76,-77,-100,-100,-100,-100,-77,-76,-79,-79,-79,-79,-78,-100,-87,-100,-100,-87,-78,-78,-87,-87,-100,-80,-81,-79,-88,-87,-88,-88,-88,-76,-76,-88,-88,-91,-77,-85,-100,-87,-92,-100,-89,-100,-100,-89,-100,-100,-100,-87,-90,-86,-93,-100,-81,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-68,-65,-62,-64,-66,-68,-100,-100,-72,-72,-72,-77,-77,-82,-81,-81,-81,-76,-77,-73,-100,-100,-100,-100,-81,-100,-82,-100,-100,-77,-76,-87,-87,-83,-82,-82,-77,-87,-87,-87,-87,-87,-79,-78,-85,-86,-90,-79,-85,-100,-85,-90,-100,-100,-92,-100,-100,-100,-100,-100,-85,-100,-86,-91,-100,-83,-100,-100,-91,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-68,-68,-68,-68,-65,-79,-100,-68,-68,-68,-84,-84,-100,-100,-100,-100,-83,-83,-100,-79,-79,-79,-79,-82,-84,-100,-100,-84,-75,-75,-89,-89,-100,-100,-84,-75,-88,-89,-89,-100,-89,-100,-100,-85,-84,-90,-100,-100,-100,-85,-89,-100,-100,-100,-100,-100,-100,-84,-84,-90,-100,-91,-88,-100,-100,-83,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-67,-67,-67,-70,-71,-62,-78,-100,-68,-68,-68,-83,-82,-81,-81,-81,-80,-83,-83,-84,-78,-78,-78,-78,-100,-100,-80,-100,-100,-76,-76,-88,-87,-100,-82,-83,-76,-87,-89,-100,-100,-88,-100,-100,-84,-84,-89,-100,-100,-100,-83,-88,-90,-100,-100,-86,-100,-100,-84,-84,-100,-100,-93,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-63,-67,-62,-68,-68,-68,-100,-100,-69,-69,-69,-82,-83,-81,-81,-80,-81,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-78,-79,-88,-87,-100,-100,-100,-78,-88,-100,-100,-100,-100,-79,-78,-83,-83,-88,-78,-100,-100,-85,-88,-88,-100,-86,-86,-100,-100,-86,-87,-100,-100,-100,-88,-100,-100,-83,-84,-90,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-100,-63,-65,-65,-65,-68,-100,-100,-66,-66,-66,-81,-82,-82,-83,-83,-82,-81,-82,-79,-81,-80,-80,-80,-100,-100,-80,-80,-100,-72,-73,-88,-88,-100,-84,-84,-72,-88,-90,-91,-100,-91,-100,-100,-86,-85,-88,-100,-85,-100,-86,-89,-91,-88,-88,-89,-87,-88,-88,-87,-88,-100,-89,-90,-100,-100,-100,-100,-89,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-69,-64,-63,-64,-64,-68,-100,-100,-66,-66,-100,-81,-81,-81,-81,-81,-81,-82,-81,-100,-83,-82,-82,-82,-80,-88,-100,-100,-86,-72,-72,-89,-100,-100,-100,-100,-72,-88,-92,-100,-100,-91,-78,-100,-86,-85,-89,-100,-84,-89,-87,-89,-89,-86,-87,-100,-87,-86,-87,-88,-89,-100,-88,-87,-100,-100,-100,-100,-100,-89,-90,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-100,-63,-63,-63,-63,-67,-80,-100,-66,-67,-66,-81,-80,-80,-81,-81,-82,-80,-81,-100,-100,-100,-100,-100,-80,-100,-100,-81,-87,-72,-72,-91,-100,-100,-100,-100,-72,-100,-91,-100,-100,-91,-78,-78,-86,-86,-90,-77,-82,-100,-86,-90,-89,-86,-100,-100,-100,-100,-87,-86,-90,-100,-90,-89,-100,-100,-100,-100,-91,-100,-90,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-59,-67,-61,-63,-63,-66,-100,-85,-71,-71,-71,-79,-78,-88,-82,-83,-82,-80,-78,-100,-77,-78,-78,-77,-83,-100,-100,-100,-87,-72,-73,-92,-100,-100,-100,-100,-73,-100,-89,-100,-90,-90,-78,-78,-91,-100,-100,-78,-88,-100,-91,-100,-100,-89,-100,-83,-91,-90,-86,-86,-89,-100,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
-70,-67,-60,-62,-62,-100,-78,-100,-71,-72,-71,-79,-78,-83,-83,-83,-82,-78,-79,-100,-100,-100,-100,-100,-80,-87,-100,-100,-87,-75,-74,-100,-100,-100,-100,-100,-74,-100,-90,-89,-90,-89,-80,-80,-100,-100,-91,-78,-100,-100,-89,-92,-100,-89,-85,-100,-91,-90,-87,-86,-90,-100,-90,-89,-100,-100,-85,-85,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
