38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:3a:50,44:48:c1:a5:82:30,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:51,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:19:d7:70,80:8d:b7:55:3a:52,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,38:17:c3:19:d7:71,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:20,44:48:c1:a5:82:21,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:22,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,38:17:c3:1e:ff:11,00:4e:35:df:06:42,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,b4:5d:50:e1:92:33,00:4e:35:df:06:52,b4:5d:50:e1:92:31,ea:9e:b4:53:24:54,38:17:c3:1f:01:80,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:d7:72,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:3a:41,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:50,20:a6:cd:50:24:b0,00:4e:35:df:06:51,ac:e2:d3:c4:08:e6,00:4e:35:df:06:40,00:4e:35:df:06:41,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,20:a6:cd:50:24:a0,80:8d:b7:55:25:e2,38:17:c3:19:45:b0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,60:32:b1:3e:1a:b8,38:17:c3:19:55:50,68:ff:7b:e4:af:39,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:25:e0,b4:5d:50:e1:92:23,38:17:c3:19:71:90,38:17:c3:1e:ff:00,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:09:83,38:17:c3:1f:09:93,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,00:4e:35:de:e1:10,00:4e:35:de:e1:11,b4:5d:50:e1:92:21,00:4e:35:de:e1:02,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,38:17:c3:1f:08:50,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:41,a8:bd:27:4c:bd:31,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,a8:bd:27:4c:bd:30,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,44:48:c1:91:95:b2,44:48:c1:91:95:b3,72:32:b1:3e:1a:b7,00:4e:35:de:d7:43,38:17:c3:19:71:92,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:de:d7:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:19:36:30,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1f:08:42,38:17:c3:19:45:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:de:d7:41,00:4e:35:de:d7:40,x,y,label
-80,-82,-80,-100,-100,-100,-88,-100,-89,-89,-79,-77,-76,-100,-100,-100,-79,-85,-85,-85,-80,-86,-86,-85,-85,-100,-79,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-74,-100,-77,-100,-100,-100,-100,-100,-100,-85,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-68,-100,-80,-70,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-84,-100,-100,-100,-85,-84,-100,-100,-100,-100,-69,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-78,-100,-100,-100,-100,-85,-85,-86,-100,-85,-84,-85,-85,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-75,-100,-100,-100,-73,-100,-77,-100,-100,-100,-100,-100,-100,-85,-100,-100,-73,-100,-73,-87,-100,-75,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-68,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-84,-100,-100,-100,-84,-84,-100,-100,-100,-100,-68,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-100,-100,-100,-100,-87,-100,-87,-89,-77,-75,-76,-100,-100,-100,-78,-85,-85,-85,-80,-84,-83,-82,-83,-100,-78,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-73,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-84,-86,-100,-83,-100,-100,-100,-100,-100,-100,-69,-85,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-100,-100,-100,-100,-100,-93,-100,-92,-79,-80,-79,-100,-100,-100,-75,-88,-88,-88,-76,-87,-88,-89,-89,-100,-76,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-76,-100,-76,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-82,-100,-73,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-89,-100,-100,-100,-100,-90,-100,-100,-100,-100,-68,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-83,-83,-83,-88,-100,-100,-100,-91,-100,-92,-80,-79,-79,-100,-100,-100,-76,-88,-88,-87,-75,-100,-100,-100,-100,-100,-75,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-81,-100,-100,-77,-100,-77,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-85,-85,-100,-90,-100,-100,-100,-90,-91,-100,-100,-100,-100,-68,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-79,-79,-79,-100,-100,-100,-75,-88,-87,-88,-76,-100,-100,-100,-100,-100,-75,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-73,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-71,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-69,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-76,-88,-88,-88,-76,-89,-89,-88,-100,-100,-75,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-73,-100,-78,-100,-100,-100,-100,-100,-100,-80,-100,-100,-77,-100,-77,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-73,-100,-71,-73,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-91,-100,-100,-100,-90,-90,-100,-100,-100,-100,-67,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-80,-79,-79,-100,-100,-100,-74,-86,-87,-86,-74,-100,-100,-100,-100,-100,-75,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-79,-100,-100,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-82,-100,-100,-76,-100,-76,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-72,-84,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-91,-100,-100,-100,-90,-91,-100,-100,-100,-100,-66,-100,-100,-100,-67,-100,-66,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-82,-82,-82,-100,-100,-100,-88,-89,-88,-88,-76,-91,-89,-90,-100,-100,-76,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-80,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-67,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-82,-81,-81,-100,-100,-100,-73,-89,-90,-90,-73,-87,-86,-88,-88,-100,-72,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-76,-100,-76,-100,-78,-77,-100,-82,-100,-82,-100,-80,-100,-100,-83,-100,-74,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-72,-100,-100,-100,-67,-100,-72,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-91,-90,-91,-100,-94,-100,-92,-79,-79,-80,-100,-100,-100,-80,-90,-89,-88,-79,-84,-84,-84,-83,-100,-80,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-100,-100,-100,-74,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-77,-100,-83,-100,-83,-100,-100,-100,-86,-100,-100,-73,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-72,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-82,-81,-81,-100,-100,-100,-82,-86,-86,-86,-82,-85,-85,-85,-84,-100,-82,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-78,-100,-100,-100,-75,-100,-79,-100,-100,-100,-100,-100,-100,-84,-100,-100,-75,-100,-75,-100,-78,-78,-100,-82,-100,-100,-100,-78,-100,-83,-83,-100,-71,-85,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-92,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-100,-100,-90,-100,-91,-90,-81,-80,-81,-100,-100,-100,-76,-85,-85,-86,-76,-80,-80,-80,-79,-100,-77,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-79,-100,-100,-100,-73,-100,-81,-100,-100,-100,-100,-100,-100,-84,-100,-100,-73,-100,-73,-100,-78,-78,-89,-100,-100,-83,-100,-100,-100,-84,-84,-100,-72,-86,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-92,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-100,-100,-90,-90,-100,-90,-80,-80,-79,-100,-100,-100,-78,-85,-86,-86,-79,-84,-82,-84,-83,-100,-79,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-100,-100,-100,-73,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-77,-77,-100,-82,-100,-83,-100,-80,-100,-86,-87,-100,-74,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-67,-100,-100,-100,-65,-100,-67,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-82,-83,-82,-100,-100,-100,-76,-86,-86,-86,-73,-79,-79,-79,-79,-100,-74,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-78,-100,-100,-100,-73,-100,-82,-100,-100,-100,-100,-100,-100,-84,-100,-100,-72,-100,-72,-100,-77,-77,-88,-100,-100,-100,-100,-100,-100,-84,-84,-100,-71,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-88,-100,-100,-100,-88,-88,-100,-100,-100,-100,-66,-100,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-92,-100,-100,-100,-100,-100,-100,-100,-91,-85,-86,-85,-100,-100,-100,-84,-89,-90,-90,-84,-89,-100,-89,-100,-100,-83,-100,-46,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-75,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-79,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-100,-100,-87,-87,-100,-92,-100,-100,-100,-91,-100,-100,-100,-100,-100,-60,-100,-100,-100,-63,-100,-60,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-71,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-82,-81,-82,-100,-100,-100,-74,-92,-92,-100,-72,-87,-86,-87,-86,-100,-73,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-77,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-66,-100,-68,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-100,-100,-90,-91,-100,-89,-79,-80,-79,-100,-100,-100,-74,-85,-84,-85,-74,-88,-85,-86,-86,-100,-74,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-72,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-65,-100,-67,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-89,-89,-100,-91,-100,-90,-91,-80,-79,-80,-100,-100,-100,-76,-85,-84,-84,-76,-88,-85,-87,-87,-100,-75,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-72,-100,-80,-100,-100,-100,-100,-100,-100,-88,-100,-100,-72,-100,-71,-100,-100,-100,-100,-91,-100,-100,-100,-86,-100,-100,-90,-100,-77,-88,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-65,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-100,-100,-89,-90,-89,-90,-79,-80,-80,-100,-100,-100,-75,-85,-85,-84,-75,-85,-86,-86,-86,-100,-75,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-79,-100,-100,-100,-72,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-90,-100,-100,-100,-91,-91,-100,-100,-100,-100,-70,-100,-100,-100,-66,-100,-70,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-100,-100,-100,-90,-100,-91,-79,-79,-79,-100,-100,-100,-77,-86,-84,-84,-77,-87,-87,-86,-89,-100,-77,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-78,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-71,-100,-79,-79,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-78,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-93,-100,-100,-100,-100,-90,-100,-100,-100,-100,-68,-100,-100,-100,-63,-100,-68,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
