ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,80:8d:b7:55:35:03,38:17:c3:1f:01:82,38:17:c3:1f:01:81,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,38:17:c3:1f:01:80,80:8d:b7:55:35:02,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,38:17:c3:1f:01:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,44:48:c1:a5:82:31,38:17:c3:19:d7:71,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,38:17:c3:19:d7:70,38:17:c3:19:d7:72,44:48:c1:a5:82:21,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,44:48:c1:a5:82:30,00:4e:35:df:06:50,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:df:06:51,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:20,44:48:c1:a5:82:22,00:4e:35:df:06:42,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,80:8d:b7:55:35:00,80:8d:b7:55:39:c2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:19:55:50,38:17:c3:1e:ff:01,00:4e:35:df:06:40,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,38:17:c3:19:45:b1,38:17:c3:1f:22:30,00:4e:35:df:06:41,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,68:ff:7b:e4:af:39,38:17:c3:19:55:52,60:32:b1:3e:1a:b8,38:17:c3:19:71:90,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:55:40,b4:5d:50:e1:92:31,38:17:c3:19:55:51,b4:5d:50:e1:92:33,00:4e:35:de:e1:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:55:41,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:1f:08:41,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:50,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:d7:40,00:4e:35:de:d7:41,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1f:0f:92,38:17:c3:24:4f:10,20:a6:cd:42:0b:e3,38:17:c3:24:4f:11,20:a6:cd:42:0b:f0,38:17:c3:1f:22:21,38:17:c3:24:4f:00,20:a6:cd:42:0b:f2,38:17:c3:19:45:a1,32:f7:72:50:57:3b,b4:5d:50:e1:96:53,38:17:c3:19:45:a0,38:17:c3:1f:00:b0,00:4e:35:df:27:01,38:17:c3:19:36:32,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:1f:09:92,00:4e:35:df:27:12,00:4e:35:df:27:02,70:56:81:c9:91:ab,00:4e:35:df:27:00,38:17:c3:1f:09:91,38:17:c3:1f:09:83,56:13:79:14:54:6d,b4:5d:50:e1:96:43,38:17:c3:19:45:a2,20:a6:cd:42:0b:f1,38:17:c3:24:4f:12,b4:5d:50:e1:96:51,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,20:a6:cd:42:0b:f3,38:17:c3:19:36:30,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,x,y,label
-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-83,-100,-76,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-97,-100,-100,-88,-100,-74,-100,-96,-100,-100,-100,-74,-100,-100,-98,-100,-100,-85,-87,-100,-100,-100,-100,-83,-100,-86,-100,-89,-100,-100,-91,-90,-93,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-63,-73,-73,-100,-100,-100,-73,-83,-100,-100,-94,-100,-100,-82,-82,-100,-100,-100,-100,-94,-93,-89,-93,-100,-100,-100,-100,-100,-96,-92,-100,-92,-100,-100,-90,-100,-100,-93,-100,-100,-100,-100,-100,-96,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-96,-90,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-83,-100,-76,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-97,-100,-100,-88,-100,-74,-100,-96,-100,-100,-100,-74,-100,-100,-98,-100,-100,-85,-87,-100,-100,-100,-100,-83,-100,-86,-100,-89,-100,-100,-91,-90,-93,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-63,-73,-73,-100,-100,-100,-73,-83,-100,-100,-94,-100,-100,-82,-82,-100,-100,-100,-100,-94,-93,-89,-93,-100,-100,-100,-100,-100,-96,-92,-100,-92,-100,-100,-90,-100,-100,-93,-100,-100,-100,-100,-100,-96,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-96,-90,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-96,-97,-100,-96,-100,-100,-91,-96,-100,-96,-96,-100,-100,-96,-81,-100,-100,-100,-81,-81,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-97,-97,-100,-97,-100,-100,-100,-100,-73,-100,-100,-100,-100,-97,-100,-100,-87,-100,-74,-100,-93,-100,-100,-100,-74,-100,-100,-98,-100,-100,-89,-85,-100,-100,-100,-100,-83,-100,-85,-100,-89,-100,-100,-92,-91,-92,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-64,-72,-72,-100,-100,-100,-72,-84,-100,-100,-94,-100,-100,-83,-86,-100,-100,-100,-100,-94,-91,-89,-93,-100,-100,-100,-100,-100,-96,-92,-100,-92,-100,-100,-90,-100,-100,-93,-100,-100,-100,-100,-100,-96,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-96,-90,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-96,-97,-100,-100,-96,-82,-100,-100,-100,-83,-82,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-89,-100,-75,-100,-91,-100,-100,-100,-75,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-79,-100,-87,-100,-91,-100,-100,-93,-93,-89,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-69,-68,-100,-100,-100,-68,-83,-100,-100,-89,-94,-95,-83,-83,-100,-100,-100,-92,-100,-93,-87,-93,-100,-100,-100,-100,-100,-90,-94,-100,-100,-100,-100,-97,-100,-100,-93,-100,-100,-100,-100,-100,-89,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-83,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-97,-100,-100,-89,-100,-74,-100,-93,-100,-100,-100,-74,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-80,-100,-86,-100,-89,-100,-100,-91,-90,-89,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-62,-71,-70,-100,-100,-100,-70,-83,-100,-100,-91,-97,-97,-82,-82,-100,-100,-100,-96,-97,-93,-87,-93,-100,-100,-100,-100,-100,-92,-92,-100,-97,-100,-100,-95,-100,-100,-93,-100,-100,-100,-100,-100,-92,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-92,-95,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-95,-100,-100,-96,-97,-100,-100,-96,-83,-100,-100,-100,-84,-84,-100,-74,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-97,-100,-100,-89,-100,-76,-100,-91,-100,-100,-100,-75,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-81,-100,-87,-100,-91,-100,-100,-91,-90,-85,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-63,-62,-100,-100,-100,-62,-83,-100,-100,-92,-94,-95,-83,-83,-100,-100,-100,-92,-97,-96,-88,-96,-100,-100,-100,-100,-100,-90,-94,-100,-100,-100,-100,-97,-100,-100,-93,-100,-100,-100,-100,-100,-89,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-95,-100,-100,-96,-97,-100,-100,-96,-83,-100,-100,-100,-84,-84,-100,-74,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-97,-100,-100,-89,-100,-76,-100,-91,-100,-100,-100,-75,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-81,-100,-87,-100,-91,-100,-100,-91,-90,-85,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-63,-62,-100,-100,-100,-62,-83,-100,-100,-92,-94,-95,-83,-83,-100,-100,-100,-92,-97,-96,-88,-96,-100,-100,-100,-100,-100,-90,-94,-100,-100,-100,-100,-97,-100,-100,-93,-100,-100,-100,-100,-100,-89,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-95,-100,-100,-96,-97,-100,-100,-96,-83,-100,-100,-100,-84,-84,-100,-74,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-97,-100,-100,-89,-100,-76,-100,-91,-100,-100,-100,-75,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-81,-100,-87,-100,-91,-100,-100,-91,-90,-85,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-63,-62,-100,-100,-100,-62,-83,-100,-100,-92,-94,-95,-83,-83,-100,-100,-100,-92,-97,-96,-88,-96,-100,-100,-100,-100,-100,-90,-94,-100,-100,-100,-100,-97,-100,-100,-93,-100,-100,-100,-100,-100,-89,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-96,-97,-100,-100,-96,-83,-100,-100,-100,-84,-83,-100,-74,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-91,-100,-76,-100,-89,-100,-100,-100,-76,-100,-100,-100,-100,-100,-83,-88,-100,-100,-100,-100,-80,-100,-87,-100,-90,-100,-100,-91,-90,-85,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-61,-60,-100,-100,-100,-61,-83,-100,-100,-92,-94,-95,-83,-83,-100,-100,-100,-92,-100,-96,-88,-96,-100,-100,-100,-100,-100,-90,-94,-100,-100,-100,-100,-97,-100,-100,-93,-100,-100,-100,-100,-100,-89,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-96,-97,-100,-100,-96,-83,-100,-100,-100,-84,-83,-100,-74,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-91,-100,-76,-100,-89,-100,-100,-100,-76,-100,-100,-100,-100,-100,-83,-88,-100,-100,-100,-100,-80,-100,-87,-100,-90,-100,-100,-91,-90,-85,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-61,-60,-100,-100,-100,-61,-83,-100,-100,-92,-94,-95,-83,-83,-100,-100,-100,-92,-100,-96,-88,-96,-100,-100,-100,-100,-100,-90,-94,-100,-100,-100,-100,-97,-100,-100,-93,-100,-100,-100,-100,-100,-89,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-96,-97,-100,-100,-96,-82,-100,-100,-100,-83,-82,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-89,-100,-75,-100,-91,-100,-100,-100,-75,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-79,-100,-87,-100,-91,-100,-100,-93,-93,-89,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-69,-68,-100,-100,-100,-68,-83,-100,-100,-89,-94,-95,-83,-83,-100,-100,-100,-92,-100,-93,-87,-93,-100,-100,-100,-100,-100,-90,-94,-100,-100,-100,-100,-97,-100,-100,-93,-100,-100,-100,-100,-100,-89,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-83,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-89,-100,-76,-100,-88,-100,-100,-100,-75,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-79,-100,-87,-100,-90,-100,-100,-93,-93,-85,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-61,-61,-61,-60,-100,-100,-100,-60,-84,-100,-100,-94,-97,-97,-84,-84,-100,-100,-100,-96,-100,-96,-90,-96,-100,-98,-100,-100,-100,-90,-98,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-97,-100,-100,-96,-83,-100,-100,-100,-84,-83,-100,-74,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-100,-89,-100,-100,-100,-76,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-80,-100,-88,-100,-93,-100,-100,-95,-95,-81,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-59,-58,-100,-100,-100,-58,-84,-100,-100,-94,-94,-95,-84,-84,-100,-100,-100,-92,-100,-100,-91,-100,-100,-98,-100,-100,-100,-90,-98,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-83,-100,-75,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-91,-100,-76,-100,-89,-100,-100,-100,-75,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-79,-100,-88,-100,-90,-100,-100,-93,-93,-85,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-61,-61,-61,-60,-100,-100,-100,-62,-85,-100,-100,-97,-100,-100,-84,-84,-100,-100,-100,-100,-100,-96,-91,-96,-100,-98,-100,-100,-100,-90,-96,-100,-100,-100,-100,-95,-100,-100,-93,-100,-100,-100,-100,-100,-90,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-97,-100,-100,-96,-83,-100,-100,-100,-84,-83,-100,-74,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-100,-89,-100,-100,-100,-76,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-80,-100,-88,-100,-93,-100,-100,-95,-95,-81,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-59,-58,-100,-100,-100,-58,-84,-100,-100,-94,-94,-95,-84,-84,-100,-100,-100,-92,-100,-100,-91,-100,-100,-98,-100,-100,-100,-90,-98,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-83,-100,-75,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-91,-100,-76,-100,-89,-100,-100,-100,-75,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-79,-100,-88,-100,-90,-100,-100,-93,-93,-85,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-61,-61,-61,-60,-100,-100,-100,-62,-85,-100,-100,-97,-100,-100,-84,-84,-100,-100,-100,-100,-100,-96,-91,-96,-100,-98,-100,-100,-100,-90,-96,-100,-100,-100,-100,-95,-100,-100,-93,-100,-100,-100,-100,-100,-90,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-97,-100,-100,-96,-83,-100,-100,-100,-84,-83,-100,-74,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-89,-100,-77,-100,-89,-100,-100,-100,-76,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-80,-100,-88,-100,-93,-100,-100,-95,-95,-81,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-59,-58,-100,-100,-100,-58,-84,-100,-100,-94,-94,-95,-84,-84,-100,-100,-100,-92,-100,-100,-91,-100,-100,-98,-100,-100,-100,-90,-98,-100,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-97,-100,-100,-96,-84,-100,-100,-100,-85,-84,-100,-75,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-93,-100,-76,-100,-91,-100,-100,-100,-76,-100,-100,-100,-100,-100,-93,-91,-100,-100,-100,-100,-85,-100,-91,-100,-93,-100,-100,-95,-97,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-60,-59,-58,-100,-100,-100,-60,-86,-100,-100,-97,-97,-97,-87,-88,-100,-100,-100,-96,-100,-100,-94,-100,-100,-98,-100,-100,-100,-90,-100,-100,-100,-100,-100,-91,-100,-100,-94,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-98,-100,-100,-100,-100,502.3999999999999,799.6000000000007,41.0
