b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,b0:be:76:f8:30:5e,20:a6:cd:50:24:a2,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,38:17:c3:1f:01:92,80:8d:b7:55:25:f3,ac:e2:d3:c4:08:e6,38:17:c3:1f:01:91,44:48:c1:a5:82:31,44:48:c1:a5:82:30,38:17:c3:1e:ff:11,38:17:c3:1f:01:90,44:48:c1:a5:82:32,38:17:c3:1e:ff:10,00:4e:35:df:06:42,00:4e:35:df:06:52,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,38:17:c3:1f:01:81,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:19:d7:62,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:25:e3,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,20:a6:cd:50:24:a1,38:17:c3:19:45:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:de:e1:12,38:17:c3:19:71:90,38:17:c3:19:55:50,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:1f:22:30,68:ff:7b:e4:af:39,38:17:c3:19:55:51,00:4e:35:de:e1:11,b4:5d:50:e1:92:32,00:4e:35:de:e1:02,b4:5d:50:e1:92:31,b4:5d:50:e1:92:33,72:32:b1:3e:1a:b7,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,38:17:c3:1f:08:50,60:32:b1:3e:1a:b7,38:17:c3:1f:08:51,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:08:52,a8:bd:27:4c:bd:21,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:19:71:91,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:19:36:30,38:17:c3:19:55:41,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:20,38:17:c3:19:71:92,00:4e:35:df:0e:10,38:17:c3:1f:08:42,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:22,00:4e:35:df:0e:00,00:4e:35:df:0e:11,00:4e:35:df:0e:02,38:17:c3:19:45:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,x,y,label
-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-88,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-84,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-54,-54,-54,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-89,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-84,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-55,-55,-55,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-89,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-56,-56,-57,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-89,-100,-100,-100,-100,-81,-100,-100,-83,-100,-100,-100,-100,-83,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-56,-56,-56,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-89,-100,-100,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-56,-57,-57,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-46,-46,-47,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-86,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-46,-46,-47,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-86,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-46,-46,-47,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-90,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-46,-46,-46,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-89,-100,-100,-100,-100,-84,-100,-100,-82,-100,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-46,-46,-46,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-88,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-46,-46,-46,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-90,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-73,-73,-100,-84,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-77,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-47,-47,-46,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,417.2,799.6000000000007,47
-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-89,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-70,-100,-85,-100,-100,-100,-100,-100,-73,-72,-100,-84,-100,-100,-100,-100,-79,-100,-100,-78,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-100,-100,-100,-47,-47,-47,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,417.2,799.6000000000007,47
-37,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-87,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-84,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-45,-45,-45,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,417.2,799.6000000000007,47
-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-87,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-71,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-84,-100,-100,-100,-100,-79,-100,-100,-78,-100,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-46,-45,-45,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,417.2,799.6000000000007,47
-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-87,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-71,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-83,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-79,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-43,-44,-45,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,417.2,799.6000000000007,47
-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-89,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-71,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-83,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-46,-47,-47,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,417.2,799.6000000000007,47
-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-86,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-59,-59,-59,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-84,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-100,-88,-100,-100,-100,-100,-100,-71,-71,-100,-84,-100,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-55,-55,-55,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-84,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-100,-88,-100,-100,-100,-100,-100,-72,-72,-100,-86,-100,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-69,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-78,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-47,-47,-47,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-84,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-82,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-100,-68,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-47,-47,-47,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-83,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-82,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-100,-68,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-86,-48,-100,-100,-100,-46,-46,-46,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-83,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-68,-100,-100,-100,-69,-100,-86,-100,-100,-100,-100,-100,-72,-72,-100,-82,-100,-100,-100,-100,-69,-100,-100,-68,-100,-100,-100,-100,-68,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-86,-48,-100,-100,-100,-46,-46,-46,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
