72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,44:48:c1:91:d0:04,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:42,b4:5d:50:e1:96:40,9c:d6:43:60:92:e0,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c0,44:48:c1:91:d0:02,44:48:c1:91:d0:01,44:48:c1:91:d0:12,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c1,44:48:c1:91:d0:00,38:17:c3:1f:14:02,44:48:c1:91:d0:10,44:48:c1:91:d0:11,38:17:c3:1f:14:01,38:17:c3:1f:14:00,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,44:48:c1:91:95:a3,20:a6:cd:42:0a:d2,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:1f:09:82,b4:5d:50:e1:96:50,38:17:c3:1f:14:11,44:48:c1:91:95:a2,44:48:c1:91:95:b1,a8:bd:27:4c:aa:82,38:17:c3:1f:14:12,38:17:c3:1f:14:10,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:1f:09:93,38:17:c3:24:47:50,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:45:b0,b4:5d:50:e1:96:41,38:17:c3:1f:09:81,38:17:c3:1f:09:80,a8:bd:27:4c:aa:80,38:17:c3:19:45:a1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,a8:bd:27:4c:aa:81,72:32:b1:3e:1a:b7,38:17:c3:1f:19:c0,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,44:48:c1:91:aa:20,44:48:c1:91:aa:22,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:35:03,80:8d:b7:55:35:10,66:2a:2f:53:7c:99,80:8d:b7:55:25:e2,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:51,80:8d:b7:55:3a:42,80:8d:b7:55:35:00,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,38:17:c3:19:71:90,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,38:17:c3:19:71:81,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c2,80:8d:b7:55:29:d1,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,label
-80,-77,-84,-56,-56,-55,-49,-50,-50,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-82,-100,-100,-84,-83,-83,-100,-100,-100,-88,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-84,-78,-100,-100,-78,-79,-83,-85,-100,-100,-100,-100,-100,-77,-100,-87,-81,-100,-77,-77,-100,-100,-76,-100,-90,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-80,-100,-83,-57,-56,-56,-49,-50,-50,-100,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-82,-100,-100,-84,-83,-83,-100,-100,-100,-88,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-86,-78,-100,-100,-78,-79,-84,-85,-100,-100,-100,-100,-100,-74,-100,-100,-81,-100,-77,-78,-100,-100,-76,-100,-100,-100,-100,-85,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-81,-83,-56,-56,-56,-49,-50,-50,-100,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-84,-83,-83,-100,-100,-100,-88,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-86,-100,-100,-100,-100,-100,-80,-83,-100,-100,-100,-100,-100,-80,-100,-100,-78,-100,-77,-77,-100,-100,-78,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-78,-84,-56,-56,-56,-49,-50,-50,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-82,-100,-100,-86,-83,-83,-100,-100,-100,-87,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-80,-100,-100,-80,-91,-78,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-81,-86,-51,-51,-51,-43,-42,-42,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-84,-100,-100,-86,-84,-85,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-80,-100,-100,-100,-84,-100,-100,-100,-100,-78,-86,-85,-100,-100,-100,-100,-100,-79,-100,-86,-78,-88,-100,-78,-86,-86,-100,-88,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-81,-84,-51,-51,-51,-43,-42,-42,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-82,-100,-100,-85,-81,-82,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-84,-78,-100,-100,-76,-77,-86,-85,-100,-100,-100,-100,-100,-82,-100,-85,-78,-88,-77,-78,-86,-86,-100,-88,-89,-87,-87,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-82,-83,-52,-52,-53,-43,-42,-42,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-80,-100,-100,-85,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-78,-100,-100,-100,-100,-78,-100,-100,-76,-77,-86,-84,-100,-100,-100,-100,-100,-75,-100,-84,-78,-88,-77,-100,-83,-84,-100,-87,-89,-87,-87,-80,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-80,-83,-52,-51,-52,-42,-42,-42,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-79,-100,-100,-86,-80,-80,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-78,-100,-100,-100,-100,-75,-100,-100,-75,-74,-100,-83,-100,-100,-100,-100,-100,-83,-100,-86,-77,-88,-77,-78,-85,-86,-77,-87,-100,-86,-86,-80,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-80,-80,-84,-51,-50,-52,-42,-41,-42,-100,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-86,-79,-80,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-78,-100,-100,-100,-100,-79,-100,-100,-78,-78,-100,-83,-100,-100,-100,-100,-100,-81,-100,-86,-77,-84,-77,-78,-85,-86,-77,-84,-100,-84,-85,-80,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-80,-80,-84,-51,-51,-51,-42,-41,-42,-100,-71,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-79,-100,-100,-100,-100,-79,-100,-100,-79,-78,-100,-84,-100,-100,-100,-100,-100,-74,-100,-87,-100,-86,-100,-100,-86,-86,-100,-85,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-82,-100,-57,-57,-56,-48,-48,-49,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-89,-100,-100,-85,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-78,-100,-100,-100,-100,-77,-100,-100,-78,-78,-100,-88,-100,-100,-100,-100,-100,-78,-100,-87,-77,-89,-75,-76,-88,-86,-75,-87,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-79,-87,-57,-56,-56,-47,-47,-47,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-89,-100,-100,-85,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-79,-100,-100,-100,-100,-77,-100,-100,-78,-78,-100,-88,-100,-100,-100,-100,-100,-78,-100,-84,-77,-88,-75,-76,-84,-85,-75,-87,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-80,-79,-89,-56,-56,-56,-48,-48,-48,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-90,-78,-77,-78,-100,-100,-100,-100,-77,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-78,-100,-84,-78,-85,-78,-77,-84,-85,-78,-85,-90,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-80,-83,-89,-58,-59,-60,-48,-48,-48,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-90,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-89,-78,-85,-78,-77,-100,-100,-78,-85,-90,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-80,-89,-62,-60,-61,-48,-48,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-78,-100,-100,-100,-100,-77,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-73,-100,-88,-77,-85,-78,-79,-88,-88,-79,-85,-100,-85,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-82,-79,-100,-58,-58,-58,-50,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-75,-75,-75,-100,-100,-100,-100,-77,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-79,-100,-88,-77,-85,-76,-78,-88,-86,-77,-85,-100,-85,-85,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-84,-100,-62,-64,-64,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-85,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-87,-100,-85,-76,-78,-85,-87,-76,-87,-100,-84,-85,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-84,-100,-58,-60,-60,-51,-51,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-85,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-78,-100,-100,-100,-100,-80,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-68,-100,-89,-78,-85,-76,-78,-87,-87,-76,-85,-100,-84,-84,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-84,-100,-58,-60,-60,-50,-51,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-81,-100,-100,-100,-100,-80,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-69,-100,-89,-78,-88,-76,-78,-87,-88,-100,-87,-100,-86,-86,-80,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-60,-60,-60,-49,-51,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-89,-100,-100,-100,-100,-100,-75,-100,-89,-79,-87,-79,-79,-90,-88,-79,-87,-100,-86,-86,-79,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-82,-100,-60,-60,-60,-49,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-89,-100,-100,-100,-100,-100,-74,-100,-89,-79,-87,-79,-80,-88,-90,-80,-87,-100,-86,-86,-79,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-82,-100,-60,-61,-61,-51,-53,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-92,-79,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-77,-100,-88,-77,-86,-79,-80,-88,-90,-80,-85,-100,-84,-85,-79,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-63,-64,-65,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-78,-100,-90,-88,-85,-72,-100,-100,-72,-74,-86,-100,-100,-100,-100,-100,-100,-68,-100,-78,-78,-83,-80,-100,-79,-77,-100,-85,-100,-84,-85,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,124,19
