60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,44:48:c1:91:d0:14,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:11,44:48:c1:91:d0:10,38:17:c3:1f:14:02,b4:5d:50:e1:96:41,38:17:c3:1f:14:00,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,9c:d6:43:60:92:e0,44:48:c1:91:d0:04,44:48:c1:91:d0:00,38:17:c3:1f:14:01,44:48:c1:91:d0:02,44:48:c1:91:d0:01,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d1,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:24:47:52,44:48:c1:91:95:b3,44:48:c1:91:95:a1,38:17:c3:1f:14:10,38:17:c3:24:47:51,38:17:c3:24:47:50,38:17:c3:1f:14:11,38:17:c3:1f:19:d1,44:48:c1:91:95:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:14:12,38:17:c3:1f:19:d2,a8:bd:27:4c:aa:92,38:17:c3:1f:09:93,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,38:17:c3:1f:09:92,38:17:c3:1f:19:d0,44:48:c1:91:aa:22,38:17:c3:1f:09:91,38:17:c3:19:45:b2,38:17:c3:1f:09:90,38:17:c3:19:45:b0,38:17:c3:19:45:b1,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,a8:bd:27:4c:aa:82,38:17:c3:19:45:a2,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,38:17:c3:19:d7:71,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,66:2a:2f:53:7c:99,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,ea:9e:b4:53:24:54,80:8d:b7:55:35:02,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:35:00,38:17:c3:19:71:90,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:36:30,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:00,80:8d:b7:55:39:c1,80:8d:b7:55:29:d0,38:17:c3:1e:ff:02,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:29:d1,00:4e:35:df:06:41,38:17:c3:1e:ff:01,00:4e:35:df:06:52,68:ff:7b:e4:af:38,80:8d:b7:55:29:c1,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,80:8d:b7:55:29:c0,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,x,y,label
-100,-87,-64,-64,-64,-100,-68,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-74,-74,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-80,-100,-100,-100,-100,-100,-75,-100,-100,-100,-71,-100,-100,-100,-100,-68,-78,-68,-68,-68,-75,-78,-77,-100,-81,-79,-79,-79,-100,-89,-88,-86,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-67,-66,-66,-100,-71,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-77,-100,-100,-100,-100,-100,-72,-100,-100,-100,-66,-100,-100,-100,-100,-66,-74,-64,-64,-64,-75,-77,-75,-74,-73,-76,-76,-76,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-66,-66,-66,-100,-71,-69,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-77,-100,-100,-100,-100,-100,-72,-100,-100,-100,-71,-100,-100,-100,-100,-65,-74,-64,-65,-65,-74,-76,-73,-73,-74,-76,-76,-76,-74,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-66,-66,-65,-100,-71,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-76,-100,-100,-100,-100,-100,-72,-100,-100,-100,-68,-100,-100,-100,-100,-65,-76,-64,-65,-65,-76,-76,-76,-73,-74,-76,-75,-76,-74,-88,-88,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-65,-65,-65,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-76,-100,-100,-100,-100,-100,-72,-100,-100,-100,-67,-100,-100,-100,-100,-68,-76,-66,-65,-66,-75,-76,-76,-74,-74,-75,-75,-76,-74,-88,-88,-87,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-83,-100,-65,-65,-65,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-75,-100,-100,-100,-100,-100,-72,-100,-100,-100,-66,-100,-100,-100,-100,-64,-75,-66,-65,-65,-75,-76,-75,-75,-75,-75,-75,-76,-74,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-83,-100,-64,-64,-64,-100,-68,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-75,-100,-100,-100,-100,-100,-74,-100,-100,-100,-67,-100,-100,-100,-100,-67,-75,-65,-65,-65,-75,-79,-75,-75,-75,-79,-79,-78,-74,-88,-100,-84,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-92,-68,-68,-67,-100,-73,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-89,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-77,-100,-100,-100,-100,-100,-72,-100,-100,-100,-70,-100,-100,-100,-100,-70,-76,-71,-69,-69,-78,-80,-76,-100,-100,-79,-79,-79,-100,-88,-88,-82,-85,-84,-83,-100,-90,-91,-87,-87,-100,-87,-87,-88,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-92,-66,-67,-67,-100,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-81,-100,-100,-100,-100,-100,-71,-100,-100,-100,-66,-100,-100,-100,-100,-71,-73,-69,-70,-69,-73,-81,-72,-100,-100,-80,-81,-80,-100,-88,-88,-81,-100,-83,-83,-100,-90,-90,-88,-86,-100,-100,-85,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-68,-68,-68,-100,-73,-71,-71,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-78,-100,-100,-100,-100,-100,-71,-100,-100,-100,-70,-100,-100,-100,-100,-73,-74,-70,-70,-69,-73,-81,-74,-68,-100,-80,-81,-81,-68,-86,-85,-81,-86,-83,-83,-100,-89,-90,-88,-85,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-68,-68,-68,-89,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-76,-100,-100,-100,-100,-100,-72,-100,-100,-100,-68,-100,-100,-100,-100,-73,-72,-74,-73,-74,-72,-81,-73,-68,-70,-80,-82,-81,-69,-89,-87,-100,-86,-100,-100,-100,-89,-90,-100,-87,-100,-100,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-68,-68,-68,-89,-69,-67,-69,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-88,-100,-100,-100,-100,-72,-100,-100,-100,-74,-100,-100,-100,-100,-72,-73,-74,-72,-71,-73,-82,-73,-68,-70,-81,-82,-83,-68,-85,-86,-100,-87,-100,-100,-100,-89,-100,-87,-87,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-82,-100,-68,-68,-67,-88,-70,-68,-70,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-79,-88,-100,-100,-100,-100,-71,-100,-100,-100,-77,-100,-100,-100,-100,-71,-74,-100,-72,-71,-73,-82,-73,-70,-70,-81,-82,-82,-68,-85,-86,-84,-86,-100,-100,-86,-91,-90,-85,-87,-100,-100,-85,-100,-100,-90,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-88,-100,-69,-69,-70,-100,-69,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-75,-100,-100,-100,-100,-100,-74,-100,-100,-100,-64,-100,-100,-100,-100,-71,-74,-72,-73,-74,-73,-82,-74,-72,-71,-81,-81,-82,-70,-88,-88,-100,-90,-100,-100,-100,-92,-89,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-69,-70,-70,-100,-69,-69,-69,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-75,-100,-100,-100,-100,-100,-74,-100,-100,-100,-64,-100,-100,-100,-100,-76,-73,-72,-73,-73,-73,-82,-74,-72,-71,-81,-81,-82,-70,-89,-89,-100,-90,-100,-100,-100,-92,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-69,-70,-69,-100,-67,-66,-67,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-78,-79,-100,-100,-100,-100,-100,-76,-100,-100,-100,-65,-100,-100,-100,-100,-74,-73,-72,-73,-72,-73,-83,-73,-70,-100,-84,-83,-85,-100,-89,-89,-100,-89,-100,-100,-100,-100,-100,-100,-87,-100,-100,-89,-100,-100,-100,-100,-100,-84,-83,-82,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-88,-100,-69,-70,-70,-100,-66,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-78,-79,-100,-100,-100,-100,-100,-76,-100,-100,-100,-66,-100,-100,-100,-100,-77,-73,-73,-73,-72,-73,-84,-73,-73,-74,-84,-83,-84,-74,-90,-89,-100,-89,-100,-100,-100,-93,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-88,-100,-71,-71,-71,-100,-66,-65,-66,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-79,-100,-100,-100,-100,-100,-76,-100,-100,-100,-68,-100,-100,-100,-100,-73,-73,-73,-73,-73,-73,-83,-73,-73,-71,-82,-82,-82,-72,-87,-87,-100,-86,-100,-100,-100,-89,-91,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-70,-70,-70,-100,-67,-66,-66,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-80,-100,-100,-100,-100,-100,-76,-100,-100,-100,-66,-100,-100,-100,-100,-74,-75,-71,-72,-72,-75,-86,-74,-70,-71,-86,-86,-86,-72,-87,-85,-100,-86,-100,-100,-100,-89,-91,-87,-85,-100,-83,-100,-84,-100,-87,-100,-95,-100,-100,-100,-100,-92,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-65,-65,-65,-92,-75,-76,-75,-100,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-78,-73,-100,-76,-79,-73,-86,-73,-100,-100,-87,-87,-86,-100,-88,-88,-100,-86,-100,-100,-100,-88,-89,-88,-81,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-87,-100,-65,-65,-65,-92,-76,-75,-75,-100,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-82,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-77,-91,-100,-100,-100,-100,-80,-100,-100,-100,-60,-100,-100,-100,-100,-78,-76,-100,-76,-79,-75,-86,-75,-100,-100,-87,-87,-86,-100,-88,-88,-100,-86,-100,-100,-100,-88,-89,-88,-79,-100,-100,-100,-100,-88,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-89,-100,-65,-65,-66,-100,-76,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-77,-91,-100,-100,-100,-100,-80,-100,-100,-100,-75,-100,-100,-100,-100,-78,-73,-78,-78,-100,-75,-86,-73,-74,-74,-86,-86,-86,-75,-88,-88,-84,-89,-100,-100,-100,-100,-100,-88,-81,-100,-100,-92,-100,-88,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-89,-100,-65,-65,-65,-91,-76,-76,-75,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-77,-100,-100,-100,-100,-100,-76,-100,-100,-100,-59,-100,-100,-100,-100,-75,-73,-78,-78,-100,-74,-85,-73,-74,-74,-85,-84,-86,-74,-87,-88,-82,-87,-100,-100,-100,-89,-100,-87,-81,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
