b0:be:76:f8:30:5e,44:48:c1:a5:82:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:df:06:51,00:4e:35:df:06:50,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f0,80:8d:b7:55:39:d0,00:4e:35:df:06:52,80:8d:b7:55:35:10,38:17:c3:19:d7:70,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:71:90,44:48:c1:a5:82:22,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:23,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:45:b1,20:a6:cd:50:24:b1,b4:5d:50:e1:92:33,b4:5d:50:e1:92:22,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1e:ff:10,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,b4:5d:50:e1:92:21,b8:27:eb:9f:6b:77,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:62,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:1f:01:81,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1e:ff:01,38:17:c3:19:55:51,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:19:45:a0,38:17:c3:19:55:50,66:2a:2f:53:7c:99,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1f:01:82,68:ff:7b:e4:af:38,20:a6:cd:50:24:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,38:17:c3:1f:01:80,b4:5d:50:e1:92:31,00:4e:35:df:06:42,b4:5d:50:e1:96:43,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:41,b4:5d:50:e1:92:20,38:17:c3:1f:09:83,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,38:17:c3:19:55:42,38:17:c3:19:55:41,b4:5d:50:e1:92:32,38:17:c3:19:55:40,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:22:30,00:4e:35:de:e1:10,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,44:48:c1:91:95:b3,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,3e:33:00:4a:90:c1,00:4e:35:de:d7:52,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:19:71:81,38:17:c3:1e:fc:a0,38:17:c3:19:71:82,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:01,38:17:c3:24:58:a0,00:4e:35:df:27:00,38:17:c3:24:4f:01,00:4e:35:df:27:02,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:12,9c:d6:43:60:92:e0,x,y,label
-42,-87,-86,-85,-84,-84,-84,-76,-76,-78,-88,-87,-84,-88,-86,-100,-100,-100,-84,-76,-87,-100,-89,-81,-82,-82,-85,-100,-91,-87,-83,-84,-87,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-43,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-78,-87,-100,-100,-84,-82,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-82,-100,-100,-100,-100,-74,-85,-100,-84,-83,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-60,-60,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-79,-79,-78,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
-44,-90,-86,-85,-86,-86,-87,-77,-77,-79,-89,-88,-100,-84,-86,-100,-100,-100,-86,-76,-85,-100,-100,-78,-78,-77,-85,-100,-100,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-77,-86,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-84,-100,-83,-83,-83,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-60,-61,-100,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-76,-82,-81,-82,-100,-100,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
-44,-87,-85,-86,-86,-86,-87,-76,-76,-79,-89,-88,-85,-85,-87,-100,-100,-86,-86,-76,-86,-100,-100,-81,-81,-82,-84,-100,-100,-84,-84,-84,-100,-100,-88,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-78,-86,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-78,-78,-100,-79,-75,-87,-100,-83,-85,-86,-100,-100,-100,-100,-100,-85,-81,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-58,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-60,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-76,-81,-81,-80,-100,-100,-90,-88,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
-42,-89,-85,-86,-84,-82,-83,-75,-75,-80,-87,-90,-86,-87,-84,-100,-100,-86,-83,-75,-86,-100,-100,-82,-82,-82,-84,-100,-88,-87,-84,-84,-100,-100,-88,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-77,-85,-88,-87,-88,-82,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-75,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-78,-100,-79,-75,-85,-100,-85,-86,-86,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-59,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-80,-80,-84,-86,-88,-89,-87,-92,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
-44,-88,-100,-100,-86,-86,-87,-70,-70,-79,-88,-89,-86,-86,-87,-100,-100,-100,-87,-70,-86,-100,-88,-80,-80,-80,-84,-100,-88,-86,-84,-84,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-77,-89,-100,-100,-90,-84,-84,-100,-100,-100,-100,-100,-100,-78,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-84,-78,-78,-100,-100,-76,-86,-100,-86,-86,-87,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-60,-60,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-80,-100,-84,-86,-88,-89,-88,-100,-89,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
-45,-100,-100,-100,-90,-100,-100,-76,-76,-90,-100,-100,-100,-100,-87,-100,-100,-100,-100,-76,-100,-100,-100,-82,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-88,-81,-100,-100,-100,-77,-85,-100,-87,-100,-87,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-59,-100,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-82,-81,-100,-100,-90,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39
-46,-100,-100,-100,-90,-100,-100,-78,-77,-89,-100,-100,-100,-100,-85,-100,-100,-100,-100,-78,-100,-100,-100,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-88,-82,-100,-100,-100,-77,-87,-100,-87,-100,-86,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-59,-58,-100,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-90,-82,-100,-100,-91,-90,-92,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39
-45,-100,-100,-100,-90,-100,-100,-76,-75,-89,-100,-100,-100,-100,-85,-100,-100,-100,-100,-76,-100,-100,-100,-83,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-84,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-81,-100,-100,-100,-77,-84,-100,-85,-100,-86,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-59,-58,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-82,-82,-100,-100,-91,-90,-90,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39
-45,-100,-89,-89,-88,-100,-100,-75,-75,-83,-100,-100,-100,-100,-88,-100,-100,-89,-100,-75,-100,-100,-100,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-83,-81,-81,-100,-100,-78,-86,-100,-87,-78,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-58,-58,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-82,-100,-100,-91,-90,-89,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39
-45,-100,-89,-89,-88,-100,-100,-78,-78,-90,-100,-100,-100,-100,-87,-100,-100,-89,-100,-79,-100,-100,-100,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-84,-100,-81,-100,-100,-78,-86,-100,-87,-86,-86,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-59,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-84,-100,-86,-89,-90,-91,-100,-100,-85,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39
-45,-100,-100,-100,-100,-100,-100,-78,-77,-90,-100,-100,-100,-100,-87,-100,-100,-100,-100,-77,-100,-100,-100,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-84,-81,-80,-100,-81,-77,-87,-100,-88,-86,-87,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-58,-58,-100,-81,-81,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-87,-86,-100,-86,-89,-90,-91,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39
-44,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-85,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-56,-56,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-83,-83,-84,-100,-90,-91,-90,-100,-100,-83,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40
-46,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-69,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-74,-100,-100,-100,-100,-100,-84,-84,-100,-84,-74,-87,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-57,-57,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-82,-82,-84,-100,-90,-90,-90,-100,-100,-83,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40
-45,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-70,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-84,-84,-100,-84,-74,-86,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-57,-57,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-83,-84,-100,-90,-90,-91,-100,-100,-100,-100,-88,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40
-45,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-70,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-85,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-88,-79,-77,-100,-77,-74,-87,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-56,-56,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-87,-87,-100,-100,-91,-100,-90,-100,-100,-100,-100,-89,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40
-46,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-67,-100,-100,-100,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-88,-83,-83,-100,-84,-74,-85,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-56,-57,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-87,-88,-89,-90,-91,-100,-90,-100,-100,-89,-100,-89,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40
-45,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-68,-100,-100,-100,-83,-84,-85,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-88,-85,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-83,-83,-100,-84,-74,-86,-100,-85,-88,-86,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-87,-88,-89,-90,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40
-42,-100,-100,-100,-89,-100,-100,-72,-72,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-82,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-82,-100,-100,-73,-100,-100,-100,-73,-100,-100,-100,-100,-71,-86,-85,-100,-86,-73,-84,-100,-85,-84,-84,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,502.3999999999999,799.6000000000007,41
