b8:27:eb:9f:6b:77,38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,80:8d:b7:55:35:03,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,38:17:c3:1f:01:90,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1f:01:92,80:8d:b7:55:35:10,80:8d:b7:55:35:00,80:8d:b7:55:35:13,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b0:be:76:f8:30:5e,38:17:c3:1f:01:80,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,44:48:c1:a5:82:30,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:39:c2,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:50:24:b2,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:df:06:50,38:17:c3:19:d7:62,60:32:b1:3e:1a:b7,38:17:c3:19:d7:60,b4:5d:50:e1:92:23,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,72:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,38:17:c3:19:d7:61,38:17:c3:19:45:b1,80:8d:b7:55:39:c0,38:17:c3:19:45:b2,38:17:c3:19:45:b0,00:4e:35:df:06:42,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,00:4e:35:df:06:40,00:4e:35:df:06:41,80:8d:b7:55:25:e1,60:32:b1:3e:1a:b8,38:17:c3:19:55:52,b4:5d:50:e1:92:33,00:4e:35:de:e1:12,80:8d:b7:55:25:e0,38:17:c3:19:55:51,38:17:c3:19:55:50,b4:5d:50:e1:96:53,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1f:09:93,38:17:c3:1f:09:90,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:45:a0,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:21,38:17:c3:19:71:90,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1e:ff:00,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:30,38:17:c3:1f:09:83,38:17:c3:1e:ff:02,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:19:55:42,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:22:31,44:48:c1:91:95:b2,44:48:c1:91:95:b3,b4:5d:50:e1:92:20,38:17:c3:1e:ff:01,b4:5d:50:e1:92:22,00:4e:35:de:e1:00,38:17:c3:1f:08:50,00:4e:35:df:0e:12,68:ff:7b:e4:af:38,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:43,00:4e:35:de:d7:51,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:20,38:17:c3:19:36:30,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:1f:08:42,38:17:c3:1f:22:22,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:71:82,a8:bd:27:4c:bd:21,38:17:c3:1e:fc:b0,a8:bd:27:4c:bd:22,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:01,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1f:0f:92,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,00:4e:35:df:27:01,38:17:c3:19:71:80,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:de:d7:42,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,timestamp
-35,-100,-81,-100,-100,-100,-100,-100,-100,-100,-76,-77,-76,-100,-87,-86,-100,-86,-89,-86,-100,-100,-50,-100,-100,-100,-72,-71,-72,-100,-100,-100,-73,-73,-78,-73,-74,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-62,-60,-62,-100,-100,-100,-100,-100,-84,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-67,-83,-78,-67,-67,-83,-100,-66,-100,-74,-83,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-72,-74,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,132,26482989791322
-34,-100,-80,-100,-100,-100,-100,-100,-84,-100,-76,-76,-76,-100,-86,-86,-100,-87,-100,-86,-89,-90,-52,-100,-100,-100,-72,-71,-71,-86,-85,-85,-73,-73,-76,-73,-73,-100,-100,-100,-100,-100,-89,-87,-88,-100,-100,-89,-100,-100,-100,-100,-62,-60,-62,-100,-100,-100,-100,-86,-100,-100,-100,-77,-78,-100,-100,-100,-100,-87,-100,-100,-67,-100,-78,-67,-67,-84,-100,-66,-100,-72,-100,-65,-78,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-74,-73,-73,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-80,-100,-85,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,132,26485652712264
-34,-100,-85,-100,-100,-100,-100,-87,-82,-100,-76,-76,-77,-100,-86,-86,-100,-86,-100,-100,-100,-100,-53,-100,-100,-100,-72,-71,-71,-85,-85,-86,-74,-74,-78,-73,-73,-86,-100,-100,-100,-100,-87,-87,-87,-100,-100,-89,-100,-100,-100,-100,-61,-58,-61,-100,-100,-100,-100,-100,-83,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-67,-100,-78,-67,-67,-83,-100,-65,-100,-73,-84,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-73,-73,-73,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-84,-100,-82,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-83,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,132,26488324926645
-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-76,-76,-76,-100,-86,-86,-100,-85,-88,-84,-89,-90,-52,-100,-100,-100,-72,-71,-72,-85,-85,-85,-73,-73,-75,-73,-73,-100,-92,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-61,-58,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-73,-100,-67,-65,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-73,-73,-73,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-85,-100,-82,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-74,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,132,26490987759723
-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-85,-86,-100,-86,-89,-86,-88,-89,-54,-100,-100,-100,-72,-71,-72,-85,-85,-85,-74,-73,-100,-74,-73,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-61,-58,-61,-100,-100,-100,-100,-87,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-67,-86,-78,-100,-67,-100,-100,-66,-100,-73,-100,-65,-67,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-72,-72,-72,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-84,-100,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,132,26493641746862
-35,-100,-83,-100,-100,-100,-100,-100,-86,-100,-75,-75,-76,-100,-89,-87,-100,-89,-100,-89,-90,-90,-54,-100,-100,-100,-71,-70,-71,-80,-80,-80,-76,-75,-74,-75,-76,-87,-100,-100,-100,-100,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-68,-64,-68,-93,-100,-100,-100,-100,-77,-100,-100,-80,-80,-100,-88,-100,-100,-87,-100,-100,-68,-100,-80,-69,-100,-77,-100,-79,-100,-76,-77,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-73,-75,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-82,-100,-90,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,117,26536862630490
-34,-100,-100,-100,-100,-100,-100,-100,-87,-100,-77,-75,-75,-100,-89,-100,-100,-90,-100,-90,-91,-91,-56,-100,-100,-100,-74,-74,-74,-80,-80,-80,-76,-76,-100,-76,-76,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-64,-69,-100,-100,-100,-100,-86,-100,-100,-100,-85,-84,-100,-100,-100,-100,-86,-100,-100,-68,-100,-84,-100,-68,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,117,26539528081016
-35,-100,-81,-100,-100,-100,-100,-100,-86,-100,-77,-76,-77,-100,-87,-87,-100,-87,-100,-87,-100,-100,-54,-100,-100,-100,-70,-70,-69,-80,-80,-80,-77,-77,-78,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-67,-72,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-70,-100,-78,-69,-69,-100,-100,-74,-100,-80,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,117,26542074461374
-32,-100,-80,-100,-100,-100,-100,-100,-100,-100,-74,-76,-76,-100,-86,-100,-100,-86,-100,-87,-100,-100,-55,-100,-100,-100,-71,-71,-71,-81,-82,-82,-80,-81,-100,-80,-81,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-62,-70,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-69,-100,-77,-69,-69,-100,-100,-73,-100,-76,-100,-72,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,117,26545187601684
-36,-100,-82,-100,-100,-100,-100,-100,-86,-100,-81,-81,-81,-100,-100,-100,-100,-90,-100,-89,-100,-100,-63,-100,-100,-100,-73,-73,-73,-100,-100,-100,-77,-78,-75,-78,-78,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-66,-60,-65,-100,-100,-100,-100,-86,-100,-100,-100,-76,-75,-100,-100,-100,-100,-87,-100,-100,-67,-100,-76,-68,-67,-100,-100,-73,-100,-75,-78,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-71,-71,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-85,-100,-91,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,117,26547801362778
-36,-100,-80,-100,-100,-100,-100,-90,-100,-100,-75,-75,-74,-100,-89,-88,-100,-90,-100,-89,-100,-100,-54,-100,-100,-100,-71,-70,-71,-81,-80,-80,-79,-78,-100,-80,-79,-100,-100,-100,-100,-100,-90,-90,-90,-100,-100,-87,-100,-100,-100,-100,-66,-64,-66,-100,-100,-100,-100,-100,-77,-100,-100,-78,-78,-100,-89,-100,-100,-100,-100,-100,-68,-100,-78,-68,-67,-77,-100,-77,-100,-79,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-76,-100,-100,-100,-100,-100,-100,-82,-100,-91,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,117,26550484445441
-36,-100,-82,-100,-100,-100,-100,-100,-100,-100,-81,-82,-82,-100,-100,-100,-100,-93,-100,-100,-100,-100,-55,-100,-100,-100,-76,-75,-76,-90,-90,-91,-78,-78,-79,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-67,-72,-100,-100,-100,-100,-100,-80,-100,-100,-78,-78,-100,-88,-100,-100,-100,-100,-100,-71,-100,-78,-71,-71,-81,-100,-69,-100,-87,-82,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-75,-74,-74,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,102,26592744786630
-36,-100,-81,-100,-100,-100,-100,-100,-100,-100,-81,-82,-82,-100,-88,-100,-100,-89,-100,-100,-100,-100,-53,-100,-100,-100,-73,-72,-85,-100,-100,-100,-80,-80,-84,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-66,-68,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-70,-100,-83,-85,-70,-72,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-78,-78,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,102,26595316250949
-37,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-100,-100,-100,-100,-91,-100,-92,-100,-100,-53,-100,-100,-100,-76,-76,-77,-100,-100,-100,-78,-79,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-67,-67,-100,-100,-100,-100,-100,-87,-100,-100,-100,-78,-100,-89,-100,-100,-89,-100,-100,-70,-100,-100,-71,-71,-86,-100,-100,-100,-83,-88,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-76,-76,-76,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,102,26597858717348
-39,-100,-78,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-87,-88,-100,-87,-100,-88,-100,-100,-55,-100,-100,-100,-100,-100,-100,-87,-86,-86,-79,-80,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-69,-66,-69,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-88,-100,-100,-100,-100,-100,-74,-100,-80,-74,-74,-100,-100,-69,-100,-79,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-72,-71,-72,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,102,26600545712199
-37,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-88,-90,-100,-89,-100,-90,-100,-100,-54,-100,-100,-100,-100,-100,-100,-86,-87,-87,-79,-79,-100,-80,-79,-100,-100,-100,-100,-100,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-70,-66,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-73,-100,-100,-74,-74,-100,-100,-69,-100,-83,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-70,-71,-70,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-89,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-87,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,102,26603188150379
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-78,-100,-89,-88,-100,-89,-100,-89,-100,-100,-56,-100,-100,-100,-76,-75,-76,-86,-85,-85,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-70,-65,-70,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-81,-100,-68,-100,-88,-81,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-71,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,102,26605789652253
-36,-100,-77,-100,-100,-100,-100,-100,-85,-100,-78,-79,-78,-100,-87,-100,-100,-87,-100,-86,-100,-100,-53,-100,-100,-100,-76,-75,-75,-86,-85,-85,-78,-79,-100,-79,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-67,-73,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-89,-100,-100,-100,-100,-100,-71,-87,-85,-100,-71,-86,-100,-75,-100,-83,-84,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-75,-75,-75,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,86,26676421905643
-36,-100,-77,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-89,-100,-100,-90,-100,-88,-100,-100,-49,-100,-100,-100,-71,-72,-71,-85,-85,-85,-81,-81,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-66,-72,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-72,-87,-77,-72,-72,-100,-100,-73,-100,-88,-100,-82,-74,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,86,26679076725283
-36,-100,-84,-100,-100,-100,-100,-100,-88,-100,-85,-85,-84,-100,-100,-100,-100,-92,-100,-91,-100,-100,-48,-100,-100,-100,-78,-77,-77,-85,-86,-85,-83,-83,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-66,-70,-100,-100,-100,-100,-100,-85,-100,-100,-78,-78,-100,-100,-100,-100,-87,-100,-100,-77,-86,-78,-77,-77,-85,-100,-72,-100,-85,-85,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-81,-100,-100,-100,-100,-100,-100,-64,-63,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,86,26681741522371
