72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:40,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:01,38:17:c3:19:45:b0,38:17:c3:1f:14:02,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c1,38:17:c3:1f:14:00,38:17:c3:1f:14:11,38:17:c3:1f:09:81,38:17:c3:1f:19:d0,38:17:c3:1f:09:80,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:24:47:50,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,44:48:c1:91:95:b2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:aa:30,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:11,44:48:c1:91:d0:14,9c:d6:43:60:92:e0,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,44:48:c1:91:95:a2,a8:bd:27:4c:aa:81,b4:5d:50:e1:96:43,44:48:c1:91:95:a3,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:a1,a8:bd:27:4c:aa:80,44:48:c1:91:d0:04,20:a6:cd:42:0a:c3,44:48:c1:91:d0:02,44:48:c1:91:aa:31,44:48:c1:91:aa:32,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,38:17:c3:22:5e:f0,20:a6:cd:42:0a:c0,38:17:c3:19:45:a0,66:2a:2f:53:7c:99,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:82,44:48:c1:91:d0:00,20:a6:cd:42:0b:e3,44:48:c1:91:d0:01,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,38:17:c3:19:d7:62,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:70,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e0,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,38:17:c3:19:71:82,38:17:c3:19:71:90,38:17:c3:1e:ff:12,68:ff:7b:e4:af:39,80:8d:b7:55:35:12,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:11,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,80:8d:b7:55:39:c0,38:17:c3:19:36:20,38:17:c3:19:36:21,38:17:c3:19:36:22,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,20:a6:cd:50:24:a0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:50,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,x,y,timestamp
-100,-100,-92,-100,-73,-76,-76,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-75,-100,-100,-100,-90,-84,-100,-100,-100,-84,-100,-100,-72,-72,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-85,-100,-100,-100,-100,-100,-100,-100,-100,-63,-84,-84,-83,-76,-83,-76,-100,-100,-79,-70,-77,-70,-70,-100,-100,-88,-87,-87,-88,-100,-100,-89,-100,-100,-100,-91,-89,-89,-89,-88,-100,-100,-88,-89,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,414,687,2262471312882
-100,-85,-92,-100,-74,-74,-74,-77,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-91,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-85,-100,-100,-100,-78,-100,-100,-100,-100,-67,-80,-80,-79,-100,-79,-100,-79,-79,-79,-100,-100,-100,-100,-86,-100,-90,-86,-87,-87,-100,-88,-86,-100,-92,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-89,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,414,687,2265130243355
-100,-100,-100,-100,-75,-79,-78,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-72,-72,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-87,-100,-100,-100,-77,-100,-100,-100,-100,-72,-78,-79,-78,-75,-78,-74,-100,-100,-100,-72,-75,-71,-71,-100,-92,-85,-86,-86,-87,-100,-88,-86,-100,-89,-100,-91,-89,-89,-100,-90,-100,-100,-100,-100,-90,-89,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,414,687,2267690127256
-100,-86,-93,-100,-73,-77,-77,-76,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-71,-73,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-85,-100,-100,-100,-100,-100,-100,-100,-100,-70,-80,-80,-79,-76,-80,-77,-100,-100,-100,-73,-76,-72,-72,-100,-100,-100,-85,-86,-86,-86,-100,-85,-87,-90,-100,-91,-90,-88,-100,-88,-100,-100,-100,-88,-91,-100,-100,-100,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,414,687,2270350390750
-100,-86,-100,-100,-72,-75,-74,-78,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-75,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-70,-81,-80,-81,-75,-81,-74,-100,-78,-77,-71,-75,-72,-72,-82,-94,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-90,-89,-100,-100,-90,-100,-100,-100,-90,-91,-90,-91,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,414,687,2273013571849
-100,-100,-100,-100,-75,-75,-75,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-71,-100,-100,-100,-100,-92,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-80,-100,-100,-100,-100,-61,-85,-85,-86,-75,-86,-76,-84,-84,-83,-74,-76,-73,-74,-100,-92,-100,-84,-83,-85,-100,-100,-84,-100,-100,-100,-93,-87,-86,-90,-86,-100,-100,-89,-89,-100,-100,-90,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,687,2319683950404
-100,-100,-100,-100,-75,-75,-74,-81,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-75,-100,-100,-100,-100,-89,-100,-100,-100,-90,-100,-100,-79,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-61,-86,-87,-87,-100,-87,-100,-100,-83,-83,-72,-74,-72,-73,-100,-93,-100,-83,-83,-83,-100,-100,-82,-100,-91,-92,-91,-87,-87,-100,-87,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,687,2322275328319
-100,-87,-100,-100,-75,-76,-76,-78,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-71,-100,-72,-100,-100,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-66,-88,-87,-87,-100,-88,-100,-85,-86,-85,-74,-100,-75,-75,-100,-93,-86,-85,-85,-85,-84,-100,-85,-85,-100,-100,-94,-88,-88,-91,-86,-100,-100,-100,-89,-91,-90,-91,-91,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,687,2324929619521
-100,-100,-100,-100,-76,-77,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-100,-72,-100,-100,-100,-100,-90,-100,-100,-100,-90,-100,-100,-78,-78,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-72,-100,-100,-100,-78,-100,-100,-100,-100,-100,-86,-86,-86,-74,-86,-74,-83,-83,-83,-72,-74,-72,-72,-100,-91,-86,-84,-83,-84,-100,-100,-84,-100,-100,-100,-100,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,687,2327488401494
-86,-100,-100,-100,-77,-77,-77,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-62,-83,-84,-83,-100,-83,-77,-84,-84,-83,-73,-100,-73,-74,-100,-94,-87,-86,-87,-85,-85,-85,-85,-84,-94,-100,-100,-88,-87,-100,-87,-100,-100,-100,-100,-90,-90,-91,-90,-100,-91,-100,-88,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,687,2330153023947
-100,-87,-100,-100,-77,-76,-77,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-68,-83,-83,-84,-77,-84,-77,-84,-85,-83,-100,-77,-100,-100,-100,-94,-86,-84,-85,-85,-85,-100,-86,-100,-93,-100,-100,-88,-89,-100,-89,-100,-100,-100,-100,-88,-89,-89,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,687,2332805090566
-100,-100,-100,-100,-74,-74,-75,-78,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-78,-100,-100,-100,-100,-70,-84,-84,-83,-76,-84,-76,-80,-80,-79,-71,-77,-71,-72,-82,-92,-100,-87,-86,-86,-100,-100,-87,-100,-90,-100,-90,-88,-87,-88,-87,-100,-87,-88,-88,-100,-100,-100,-90,-100,-94,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,702,2397029366026
-100,-100,-100,-100,-77,-77,-78,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-86,-85,-86,-75,-85,-75,-100,-100,-100,-71,-75,-72,-72,-100,-92,-100,-86,-87,-86,-100,-100,-86,-100,-90,-100,-91,-88,-87,-100,-87,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,702,2399687983791
-100,-100,-100,-100,-74,-74,-74,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-75,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-100,-75,-75,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-86,-100,-100,-100,-79,-100,-100,-100,-100,-69,-83,-83,-84,-74,-83,-74,-100,-100,-80,-72,-100,-72,-73,-100,-100,-87,-89,-90,-88,-100,-100,-100,-100,-89,-89,-90,-100,-100,-89,-100,-100,-90,-89,-89,-86,-86,-86,-91,-100,-100,-88,-100,-89,-100,-100,-100,-100,-89,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,702,2402339966503
-100,-100,-100,-100,-76,-77,-77,-78,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-76,-87,-76,-82,-81,-82,-70,-76,-72,-71,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-92,-100,-91,-88,-88,-85,-88,-92,-100,-87,-86,-100,-89,-88,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-89,-94,-89,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,702,2404990273121
-100,-100,-100,-100,-74,-74,-74,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-82,-100,-100,-100,-100,-100,-100,-100,-100,-72,-86,-86,-85,-76,-85,-76,-82,-81,-81,-70,-76,-70,-70,-100,-95,-100,-85,-86,-85,-100,-100,-85,-100,-91,-89,-89,-100,-100,-87,-100,-100,-100,-87,-87,-87,-87,-89,-91,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,702,2407659494325
-100,-100,-100,-100,-76,-76,-76,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-100,-100,-100,-100,-69,-85,-85,-85,-77,-85,-100,-80,-80,-80,-70,-78,-71,-71,-100,-94,-100,-86,-86,-86,-100,-100,-86,-100,-90,-90,-90,-90,-90,-86,-88,-100,-100,-86,-85,-87,-88,-87,-91,-100,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,702,2410430870955
-100,-100,-100,-100,-75,-76,-76,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-62,-83,-84,-82,-70,-83,-70,-83,-83,-84,-68,-70,-70,-71,-100,-92,-82,-85,-83,-83,-100,-100,-84,-84,-88,-86,-88,-85,-84,-86,-85,-100,-86,-87,-84,-86,-86,-87,-88,-100,-95,-100,-100,-87,-100,-100,-89,-88,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,717,2466943612783
-100,-100,-100,-100,-75,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-83,-100,-100,-100,-100,-60,-82,-82,-82,-70,-82,-70,-84,-83,-83,-68,-69,-68,-68,-85,-100,-87,-82,-83,-82,-85,-85,-83,-85,-84,-84,-85,-87,-88,-87,-87,-100,-100,-87,-87,-87,-87,-88,-90,-100,-91,-88,-100,-85,-100,-100,-90,-91,-100,-90,-100,-100,-100,-100,-100,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,717,2469618030080
-100,-100,-100,-100,-80,-79,-79,-80,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-78,-100,-100,-100,-100,-68,-84,-84,-84,-70,-83,-70,-84,-84,-84,-69,-70,-71,-71,-85,-94,-87,-88,-88,-87,-83,-82,-86,-83,-86,-86,-87,-86,-87,-85,-86,-100,-100,-85,-85,-87,-100,-86,-87,-100,-90,-89,-100,-86,-100,-100,-87,-87,-87,-90,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,717,2472292358472
-100,-88,-100,-100,-76,-75,-75,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-80,-100,-100,-100,-100,-64,-84,-84,-83,-70,-85,-70,-83,-83,-83,-68,-70,-70,-70,-100,-100,-100,-83,-83,-83,-100,-100,-83,-84,-89,-88,-89,-85,-84,-100,-86,-100,-100,-100,-86,-88,-100,-90,-90,-100,-89,-88,-100,-88,-100,-100,-89,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,429,717,2474855022685
