60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,44:48:c1:91:d0:12,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:19:45:b1,38:17:c3:1f:09:93,38:17:c3:1f:19:d2,38:17:c3:19:45:b2,38:17:c3:1f:19:d1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,38:17:c3:1f:09:91,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:09:92,44:48:c1:91:95:b1,a8:bd:27:4c:aa:93,44:48:c1:91:95:a3,a8:bd:27:4c:aa:81,44:48:c1:91:95:a1,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,44:48:c1:91:95:b0,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:c2,38:17:c3:1f:14:10,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,38:17:c3:24:47:50,44:48:c1:91:95:b2,44:48:c1:91:95:a2,38:17:c3:1f:1c:10,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:d0:01,44:48:c1:91:d0:02,b4:5d:50:e1:96:42,44:48:c1:91:95:a0,44:48:c1:91:aa:21,44:48:c1:91:aa:22,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:aa:32,44:48:c1:91:aa:31,38:17:c3:1f:14:00,38:17:c3:1f:09:80,38:17:c3:22:5e:f0,66:2a:2f:53:7c:99,44:48:c1:91:aa:20,44:48:c1:91:d0:00,38:17:c3:1f:19:c2,44:48:c1:91:aa:30,38:17:c3:19:36:30,38:17:c3:1f:19:f0,b6:e6:2d:69:d5:58,b4:5d:50:e1:96:41,38:17:c3:19:45:a1,20:a6:cd:42:13:e2,38:17:c3:19:45:a2,20:a6:cd:42:13:f0,38:17:c3:19:45:a0,44:48:c1:91:9d:50,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:22:5e:f1,92:32:4b:b2:cc:47,38:17:c3:22:5e:f2,20:a6:cd:42:0b:e3,86:0d:8e:aa:25:a4,80:8d:b7:55:25:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:1a:cf:d0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,72:32:b1:3e:1a:b7,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:01,80:8d:b7:55:3a:42,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:29:d1,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,ea:9e:b4:53:24:54,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:10,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,68:ff:7b:e4:af:39,80:8d:b7:55:39:c2,38:17:c3:1f:22:30,00:4e:35:df:06:52,80:8d:b7:55:39:c1,20:a6:cd:50:24:b1,80:8d:b7:55:39:c0,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:36:22,38:17:c3:19:36:20,00:4e:35:de:e1:12,38:17:c3:1e:ff:01,38:17:c3:19:71:80,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:19:36:21,38:17:c3:1f:0e:10,38:17:c3:1f:22:32,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:06:50,38:17:c3:1f:0e:12,80:8d:b7:55:29:c2,38:17:c3:1f:22:31,20:a6:cd:50:24:b2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1f:0e:11,00:4e:35:df:06:41,38:17:c3:1f:22:21,b4:5d:50:e1:92:23,00:4e:35:df:06:42,00:4e:35:df:06:51,00:4e:35:df:06:40,00:4e:35:de:e1:00,80:8d:b7:55:4d:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,80:8d:b7:55:4d:01,38:17:c3:1f:0e:01,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-100,-74,-74,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-76,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-85,-100,-73,-88,-89,-100,-100,-100,-100,-100,-100,-53,-100,-100,-52,-52,-52,-52,-53,-100,-74,-73,-71,-74,-100,-100,-74,-72,-71,-72,-76,-76,-78,-74,-100,-78,-76,-74,-73,-74,-74,-76,-78,-74,-100,-100,-78,-74,-73,-74,-75,-79,-79,-84,-100,-78,-83,-100,-100,-83,-82,-83,-100,-78,-84,-86,-77,-83,-78,-100,-100,-100,-100,-87,-75,-100,-77,-77,-100,-88,-84,-100,-100,-84,-100,-100,-85,-82,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-49,-49,-49,-50,-50,-100,-75,-75,-75,-71,-100,-100,-75,-73,-72,-100,-76,-76,-78,-75,-74,-78,-76,-74,-74,-74,-75,-76,-78,-74,-74,-74,-77,-75,-73,-75,-78,-82,-82,-86,-100,-82,-85,-100,-100,-86,-83,-83,-81,-100,-87,-85,-100,-84,-100,-100,-100,-100,-100,-86,-77,-100,-100,-77,-100,-100,-86,-100,-100,-84,-100,-79,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-50,-50,-50,-50,-50,-100,-75,-75,-76,-72,-100,-100,-75,-100,-100,-100,-77,-77,-77,-75,-74,-77,-76,-75,-74,-74,-75,-76,-77,-74,-74,-74,-100,-100,-75,-75,-79,-82,-82,-84,-100,-83,-85,-100,-100,-87,-100,-100,-79,-100,-86,-87,-100,-85,-100,-100,-100,-100,-100,-88,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-70,-70,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-77,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-84,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-50,-50,-50,-50,-50,-100,-75,-75,-76,-72,-100,-100,-75,-100,-100,-71,-77,-77,-78,-74,-74,-77,-76,-75,-73,-74,-75,-77,-77,-74,-74,-74,-78,-100,-75,-75,-80,-82,-82,-84,-100,-82,-84,-100,-100,-85,-100,-100,-79,-78,-87,-87,-79,-85,-78,-100,-100,-100,-100,-89,-71,-100,-72,-71,-100,-100,-86,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-68,-68,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-77,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-84,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-50,-50,-51,-50,-50,-100,-75,-76,-76,-72,-100,-100,-76,-100,-71,-71,-77,-77,-77,-75,-75,-77,-76,-74,-71,-100,-100,-76,-78,-74,-100,-74,-78,-100,-75,-100,-79,-82,-82,-84,-100,-81,-85,-100,-100,-86,-86,-87,-79,-80,-86,-86,-79,-84,-78,-100,-100,-100,-100,-89,-71,-100,-72,-71,-100,-100,-86,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-68,-68,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-77,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-86,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-51,-51,-51,-50,-50,-100,-76,-76,-76,-72,-100,-100,-76,-100,-71,-71,-78,-78,-80,-75,-75,-79,-77,-69,-71,-100,-100,-78,-79,-74,-100,-74,-76,-100,-100,-100,-64,-83,-82,-100,-100,-83,-84,-100,-100,-86,-85,-87,-100,-77,-86,-86,-77,-84,-78,-100,-100,-100,-100,-86,-71,-100,-71,-71,-100,-100,-86,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-69,-69,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-46,-100,-100,-100,-100,-100,-86,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-51,-51,-52,-51,-51,-100,-75,-74,-75,-73,-100,-100,-75,-71,-72,-72,-76,-77,-79,-74,-75,-79,-76,-74,-75,-100,-100,-76,-79,-74,-100,-74,-77,-76,-76,-100,-78,-81,-81,-100,-100,-81,-84,-100,-100,-86,-85,-87,-81,-77,-86,-87,-77,-84,-78,-100,-100,-100,-100,-87,-72,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-84,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-75,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-38,-100,-100,-100,-100,-100,-84,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-52,-52,-52,-48,-48,-100,-76,-76,-76,-74,-100,-100,-76,-71,-72,-72,-78,-78,-77,-74,-77,-77,-78,-74,-74,-100,-100,-78,-77,-100,-100,-100,-74,-76,-76,-100,-79,-87,-87,-100,-100,-87,-80,-100,-100,-85,-85,-84,-81,-77,-85,-87,-77,-81,-78,-100,-100,-100,-100,-87,-72,-100,-71,-73,-100,-100,-86,-100,-100,-100,-100,-100,-85,-81,-76,-100,-100,-84,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-75,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-38,-100,-100,-100,-100,-100,-84,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-52,-52,-52,-48,-48,-100,-76,-76,-76,-74,-100,-100,-76,-71,-72,-72,-78,-78,-77,-74,-77,-77,-78,-74,-74,-100,-100,-78,-77,-100,-100,-100,-74,-76,-76,-100,-79,-87,-87,-100,-100,-87,-80,-100,-100,-85,-85,-84,-81,-77,-85,-87,-77,-81,-78,-100,-100,-100,-100,-87,-72,-100,-71,-73,-100,-100,-86,-100,-100,-100,-100,-100,-85,-81,-76,-100,-100,-84,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-75,-75,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-79,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-44,-100,-100,-100,-100,-100,-86,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-51,-52,-52,-47,-47,-100,-77,-77,-77,-73,-100,-100,-77,-75,-75,-75,-78,-78,-78,-73,-77,-78,-78,-74,-74,-74,-74,-78,-77,-100,-74,-100,-74,-100,-100,-100,-75,-86,-86,-100,-100,-86,-81,-100,-71,-84,-84,-86,-76,-100,-85,-88,-100,-80,-100,-100,-100,-100,-100,-100,-73,-100,-73,-73,-100,-92,-85,-100,-100,-100,-100,-76,-85,-80,-76,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-75,-75,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-79,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-44,-100,-100,-100,-100,-100,-86,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-51,-52,-52,-47,-47,-100,-77,-77,-77,-73,-100,-100,-77,-75,-75,-75,-78,-78,-78,-73,-77,-78,-78,-74,-74,-74,-74,-78,-77,-100,-74,-100,-74,-100,-100,-100,-75,-86,-86,-100,-100,-86,-81,-100,-71,-84,-84,-86,-76,-100,-85,-88,-100,-80,-100,-100,-100,-100,-100,-100,-73,-100,-73,-73,-100,-92,-85,-100,-100,-100,-100,-76,-85,-80,-76,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-75,-75,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-79,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-44,-100,-100,-100,-100,-100,-86,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-51,-52,-52,-47,-47,-100,-77,-77,-77,-73,-100,-100,-77,-75,-75,-75,-78,-78,-78,-73,-77,-78,-78,-74,-74,-74,-74,-78,-77,-100,-74,-100,-74,-100,-100,-100,-75,-86,-86,-100,-100,-86,-81,-100,-71,-84,-84,-86,-76,-100,-85,-88,-100,-80,-100,-100,-100,-100,-100,-100,-73,-100,-73,-73,-100,-92,-85,-100,-100,-100,-100,-76,-85,-80,-76,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-74,-73,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-83,-100,-74,-100,-100,-100,-100,-100,-85,-86,-100,-49,-100,-100,-51,-51,-51,-49,-49,-100,-76,-76,-76,-75,-100,-100,-76,-75,-74,-75,-78,-77,-77,-73,-75,-78,-78,-73,-74,-75,-73,-78,-78,-100,-75,-100,-74,-73,-73,-74,-76,-86,-86,-83,-71,-86,-81,-71,-71,-86,-86,-85,-81,-81,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-76,-86,-80,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-75,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-83,-100,-70,-100,-100,-100,-100,-100,-85,-86,-100,-50,-100,-100,-49,-49,-49,-50,-50,-100,-78,-78,-78,-73,-100,-100,-78,-75,-71,-75,-78,-78,-78,-73,-77,-78,-78,-73,-73,-74,-74,-78,-78,-100,-74,-100,-85,-73,-73,-74,-80,-82,-83,-85,-71,-82,-81,-71,-71,-86,-86,-86,-80,-81,-86,-100,-80,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-84,-100,-100,-100,-100,-76,-86,-80,-75,-100,-100,-82,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-50,-50,-49,-50,-50,-100,-78,-78,-79,-73,-100,-100,-79,-100,-71,-73,-76,-78,-78,-100,-77,-78,-76,-73,-73,-75,-75,-78,-78,-100,-74,-100,-84,-73,-74,-71,-80,-82,-82,-85,-100,-82,-83,-100,-100,-85,-84,-85,-80,-81,-86,-87,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-85,-100,-100,-100,-100,-75,-85,-82,-75,-100,-100,-82,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-69,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-49,-49,-48,-50,-50,-100,-79,-78,-78,-76,-100,-100,-79,-100,-71,-73,-77,-77,-78,-74,-77,-78,-78,-74,-73,-75,-75,-78,-78,-100,-74,-100,-84,-72,-72,-71,-80,-82,-82,-85,-72,-82,-83,-72,-72,-86,-85,-85,-80,-81,-85,-86,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-85,-100,-100,-100,-100,-75,-86,-84,-75,-100,-100,-82,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-73,-73,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-43,-100,-100,-100,-100,-100,-83,-100,-70,-100,-100,-100,-100,-100,-84,-100,-100,-51,-100,-100,-50,-50,-49,-51,-50,-100,-78,-77,-78,-76,-100,-100,-77,-72,-100,-73,-78,-78,-77,-74,-100,-77,-78,-74,-73,-75,-75,-78,-77,-100,-74,-100,-85,-72,-72,-72,-79,-83,-83,-85,-72,-82,-82,-71,-71,-85,-85,-85,-81,-79,-86,-85,-100,-82,-78,-100,-100,-100,-100,-100,-74,-100,-74,-74,-100,-100,-85,-100,-100,-100,-100,-75,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
