38:17:c3:1f:00:b0,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:09:91,44:48:c1:91:d0:12,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:14,38:17:c3:1f:09:93,38:17:c3:1f:09:92,b4:5d:50:e1:96:43,44:48:c1:91:d0:02,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:14:12,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:24:47:52,44:48:c1:91:95:b0,38:17:c3:1f:14:11,38:17:c3:24:47:51,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:19:d2,a8:bd:27:4c:aa:93,44:48:c1:91:d0:04,38:17:c3:19:45:a1,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d1,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:19:45:a2,44:48:c1:91:95:a1,38:17:c3:1f:09:83,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,44:48:c1:91:95:b2,20:a6:cd:42:0a:d2,38:17:c3:24:47:50,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,38:17:c3:19:45:a0,44:48:c1:91:95:a2,38:17:c3:19:45:b0,38:17:c3:19:36:30,20:a6:cd:42:13:f0,66:2a:2f:53:7c:99,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:00,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:19:c0,a8:bd:27:4c:aa:82,38:17:c3:1f:09:80,38:17:c3:1f:09:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:81,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,08:36:c9:53:bf:8b,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:13,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:3a:41,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:01,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,ea:9e:b4:53:24:54,68:ff:7b:e4:af:38,80:8d:b7:55:3a:40,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:01,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:1e:ff:11,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:d0,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:de:e1:12,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:51,38:17:c3:1f:0e:00,00:4e:35:df:06:40,00:4e:35:de:e1:10,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,timestamp
-61,-100,-62,-61,-62,-65,-62,-67,-66,-83,-78,-80,-80,-78,-77,-77,-78,-78,-84,-83,-77,-76,-79,-75,-76,-77,-85,-87,-82,-87,-77,-82,-77,-77,-77,-87,-87,-78,-83,-87,-87,-86,-85,-84,-86,-84,-87,-85,-86,-83,-67,-80,-78,-77,-83,-74,-76,-87,-77,-82,-78,-87,-88,-84,-85,-85,-100,-100,-100,-77,-77,-78,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,747,393112294588
-60,-100,-62,-61,-61,-66,-63,-67,-67,-85,-77,-78,-79,-78,-78,-78,-78,-78,-85,-85,-79,-78,-77,-75,-75,-78,-87,-86,-82,-85,-78,-82,-77,-77,-77,-87,-87,-77,-100,-87,-87,-100,-84,-100,-86,-84,-87,-85,-85,-83,-67,-79,-78,-78,-84,-74,-75,-87,-77,-82,-78,-88,-86,-100,-100,-85,-100,-100,-100,-77,-77,-78,-100,-100,-77,-78,-100,-100,-100,-100,-83,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,747,397829242816
-62,-68,-67,-62,-62,-61,-59,-62,-63,-83,-76,-79,-77,-79,-80,-79,-76,-76,-83,-83,-83,-80,-76,-73,-72,-74,-83,-83,-84,-84,-74,-84,-80,-80,-80,-100,-100,-79,-82,-100,-100,-100,-80,-81,-85,-84,-100,-82,-82,-87,-62,-78,-75,-78,-83,-80,-73,-84,-80,-84,-74,-100,-100,-81,-85,-83,-100,-100,-100,-100,-100,-80,-100,-100,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,730,433929207020
-62,-68,-68,-64,-64,-64,-63,-62,-62,-84,-77,-76,-77,-80,-80,-81,-78,-77,-85,-84,-82,-83,-77,-73,-73,-74,-83,-85,-83,-84,-82,-82,-77,-78,-78,-100,-86,-79,-81,-89,-100,-100,-78,-81,-85,-87,-86,-81,-82,-87,-62,-77,-78,-80,-84,-80,-73,-86,-77,-82,-75,-90,-87,-82,-86,-82,-100,-100,-92,-78,-78,-83,-100,-100,-78,-83,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,730,438345822383
-62,-67,-67,-68,-68,-64,-65,-62,-62,-86,-77,-77,-100,-80,-81,-81,-76,-76,-85,-86,-81,-84,-77,-69,-74,-100,-87,-85,-84,-85,-82,-84,-78,-78,-78,-88,-89,-83,-83,-89,-88,-86,-82,-83,-100,-86,-86,-82,-82,-87,-62,-77,-76,-81,-86,-80,-70,-86,-78,-83,-75,-87,-85,-83,-85,-81,-100,-100,-92,-77,-77,-84,-100,-100,-79,-84,-84,-100,-100,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,730,442882521392
-62,-67,-66,-62,-62,-65,-65,-62,-62,-85,-76,-77,-77,-81,-81,-81,-76,-76,-84,-85,-80,-85,-76,-70,-73,-76,-86,-86,-82,-87,-76,-82,-79,-79,-79,-88,-89,-80,-83,-100,-88,-86,-81,-83,-100,-86,-100,-81,-81,-89,-62,-76,-77,-80,-84,-80,-74,-87,-79,-82,-77,-88,-85,-83,-85,-82,-100,-100,-100,-77,-77,-84,-100,-100,-77,-84,-84,-100,-100,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,730,447275860661
-64,-68,-67,-65,-65,-64,-62,-62,-62,-86,-77,-77,-78,-81,-80,-80,-77,-77,-85,-85,-81,-85,-77,-74,-73,-77,-86,-85,-83,-87,-77,-83,-78,-78,-79,-100,-86,-81,-83,-100,-100,-86,-80,-82,-86,-87,-100,-81,-81,-89,-62,-75,-77,-80,-85,-79,-74,-87,-78,-83,-77,-90,-88,-82,-87,-82,-100,-100,-100,-77,-77,-100,-100,-100,-77,-84,-100,-100,-100,-100,-88,-87,-84,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,730,451599021493
-65,-67,-67,-65,-65,-60,-59,-62,-62,-86,-74,-76,-77,-78,-79,-78,-74,-74,-84,-85,-82,-83,-78,-74,-74,-76,-85,-84,-84,-84,-76,-84,-79,-79,-79,-100,-87,-80,-82,-100,-87,-86,-81,-82,-86,-87,-100,-82,-83,-87,-62,-75,-74,-78,-85,-82,-74,-84,-79,-84,-76,-89,-88,-82,-87,-83,-100,-100,-100,-78,-77,-82,-100,-100,-77,-82,-84,-100,-100,-84,-88,-87,-86,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,730,456180565397
-58,-100,-63,-59,-59,-100,-63,-60,-60,-83,-78,-77,-78,-100,-100,-100,-78,-78,-82,-83,-100,-80,-75,-73,-72,-75,-100,-88,-85,-100,-75,-84,-79,-79,-79,-100,-88,-85,-100,-100,-100,-100,-83,-100,-100,-87,-89,-89,-89,-87,-59,-77,-78,-100,-84,-76,-73,-100,-79,-85,-75,-100,-88,-100,-100,-89,-100,-100,-100,-82,-83,-80,-100,-100,-83,-100,-79,-100,-100,-100,-100,-100,-80,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,713,491775295280
-58,-63,-63,-58,-59,-59,-60,-60,-60,-83,-79,-78,-78,-82,-81,-82,-79,-79,-81,-83,-82,-80,-75,-73,-73,-75,-100,-88,-85,-100,-75,-84,-79,-79,-79,-100,-88,-86,-86,-87,-100,-100,-77,-87,-100,-88,-86,-90,-90,-87,-60,-79,-79,-82,-83,-76,-73,-100,-80,-84,-76,-100,-87,-87,-100,-89,-100,-100,-100,-83,-84,-80,-100,-100,-83,-100,-80,-100,-100,-79,-100,-86,-80,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,713,496111000695
-59,-63,-63,-59,-59,-59,-65,-60,-60,-83,-79,-78,-78,-82,-82,-82,-79,-79,-84,-84,-80,-100,-76,-73,-74,-76,-100,-89,-86,-100,-76,-85,-79,-79,-79,-100,-86,-78,-86,-87,-100,-100,-78,-87,-100,-88,-86,-89,-89,-89,-60,-78,-79,-81,-84,-75,-73,-88,-79,-86,-76,-93,-87,-87,-100,-88,-100,-100,-100,-83,-84,-100,-100,-100,-83,-100,-79,-100,-100,-80,-87,-85,-79,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,713,500617241058
-59,-100,-63,-59,-59,-67,-60,-60,-60,-84,-79,-78,-78,-82,-82,-82,-80,-79,-82,-85,-79,-100,-77,-73,-73,-76,-88,-87,-85,-100,-76,-84,-79,-79,-79,-100,-86,-85,-100,-100,-100,-100,-78,-100,-100,-88,-100,-90,-91,-81,-60,-78,-79,-82,-83,-76,-73,-88,-79,-83,-76,-93,-87,-100,-100,-90,-100,-100,-100,-84,-84,-100,-100,-100,-83,-100,-79,-100,-100,-80,-85,-86,-79,-86,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,713,505319380900
-59,-63,-63,-59,-59,-62,-61,-60,-60,-84,-79,-78,-78,-82,-82,-82,-79,-79,-83,-85,-80,-100,-76,-73,-73,-76,-88,-87,-85,-100,-76,-85,-79,-79,-80,-100,-100,-85,-86,-100,-100,-100,-78,-88,-100,-86,-100,-90,-91,-86,-60,-78,-79,-82,-83,-77,-73,-100,-79,-85,-77,-100,-100,-87,-100,-92,-100,-100,-100,-84,-84,-100,-100,-100,-83,-100,-80,-100,-100,-79,-85,-85,-79,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,713,509598644596
-59,-63,-63,-59,-59,-62,-60,-60,-60,-84,-79,-78,-78,-82,-82,-82,-79,-79,-84,-83,-79,-100,-77,-73,-100,-76,-100,-100,-84,-100,-76,-84,-79,-79,-80,-100,-100,-81,-86,-100,-100,-100,-80,-88,-100,-89,-100,-91,-91,-81,-60,-78,-79,-82,-84,-77,-73,-100,-79,-85,-77,-100,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-80,-100,-100,-79,-100,-85,-79,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,713,514028520427
-55,-100,-66,-55,-55,-67,-67,-65,-65,-86,-78,-78,-77,-83,-83,-83,-79,-79,-85,-86,-77,-79,-79,-100,-69,-75,-87,-86,-86,-87,-75,-87,-82,-81,-81,-100,-85,-70,-85,-84,-100,-100,-77,-86,-84,-85,-85,-86,-86,-85,-65,-78,-79,-83,-85,-83,-100,-86,-81,-87,-75,-91,-85,-85,-84,-86,-100,-100,-100,-83,-82,-79,-100,-100,-83,-78,-77,-84,-100,-77,-85,-84,-76,-100,-100,-84,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,696,567080917543
-55,-66,-66,-55,-56,-66,-61,-64,-63,-86,-80,-78,-77,-84,-83,-83,-80,-80,-86,-86,-78,-79,-81,-100,-69,-76,-87,-86,-85,-87,-76,-85,-81,-81,-81,-100,-85,-78,-85,-84,-100,-100,-75,-86,-84,-85,-85,-86,-86,-85,-64,-78,-80,-83,-85,-81,-69,-86,-81,-85,-76,-91,-86,-85,-84,-87,-100,-100,-100,-83,-82,-79,-100,-100,-83,-78,-77,-84,-100,-77,-85,-84,-76,-100,-100,-84,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,696,571668381551
-55,-66,-65,-55,-55,-66,-66,-65,-65,-100,-80,-78,-78,-83,-83,-84,-81,-81,-86,-85,-83,-79,-76,-69,-68,-77,-100,-86,-86,-100,-76,-86,-80,-81,-81,-100,-87,-77,-100,-87,-100,-86,-75,-100,-100,-85,-86,-86,-86,-83,-65,-78,-81,-83,-100,-81,-69,-86,-80,-86,-77,-90,-86,-85,-84,-87,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-77,-85,-100,-77,-85,-84,-77,-84,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,696,576172608529
-55,-100,-65,-55,-55,-65,-67,-65,-65,-87,-81,-77,-77,-84,-85,-85,-81,-81,-87,-86,-77,-79,-81,-68,-69,-77,-86,-85,-85,-85,-77,-85,-81,-81,-80,-100,-86,-78,-100,-86,-100,-86,-72,-100,-100,-83,-87,-86,-88,-87,-65,-78,-81,-85,-86,-83,-69,-86,-80,-86,-77,-90,-86,-85,-84,-87,-100,-100,-100,-100,-84,-79,-100,-100,-83,-78,-77,-85,-100,-77,-85,-85,-77,-84,-85,-84,-83,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,696,580796001027
-55,-100,-65,-55,-56,-67,-60,-64,-65,-86,-80,-77,-78,-84,-85,-84,-81,-80,-85,-85,-77,-79,-77,-69,-68,-77,-86,-85,-85,-86,-76,-85,-81,-80,-81,-100,-86,-75,-87,-85,-100,-100,-77,-86,-100,-84,-86,-86,-85,-87,-64,-78,-80,-85,-85,-83,-68,-86,-80,-85,-76,-90,-85,-85,-100,-87,-100,-100,-100,-100,-84,-79,-100,-100,-83,-78,-100,-85,-100,-100,-100,-85,-100,-85,-71,-84,-83,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,696,585292361702
-54,-100,-66,-54,-55,-65,-64,-65,-65,-87,-80,-77,-77,-85,-84,-84,-80,-80,-87,-85,-77,-79,-80,-68,-69,-77,-88,-86,-85,-88,-77,-86,-81,-81,-82,-100,-86,-77,-87,-85,-100,-100,-76,-86,-85,-82,-86,-86,-87,-100,-65,-78,-80,-84,-85,-83,-69,-86,-81,-84,-77,-91,-85,-85,-85,-88,-100,-100,-100,-82,-83,-79,-100,-100,-84,-79,-77,-100,-100,-77,-85,-85,-77,-84,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,107,696,589921312326
