b0:be:76:f8:30:5e,44:48:c1:a5:82:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:df:06:51,00:4e:35:df:06:50,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f0,80:8d:b7:55:39:d0,00:4e:35:df:06:52,80:8d:b7:55:35:10,38:17:c3:19:d7:70,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:71:90,44:48:c1:a5:82:22,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:23,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:45:b1,20:a6:cd:50:24:b1,b4:5d:50:e1:92:33,b4:5d:50:e1:92:22,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1e:ff:10,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,b4:5d:50:e1:92:21,b8:27:eb:9f:6b:77,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:62,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:1f:01:81,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1e:ff:01,38:17:c3:19:55:51,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:19:45:a0,38:17:c3:19:55:50,66:2a:2f:53:7c:99,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1f:01:82,68:ff:7b:e4:af:38,20:a6:cd:50:24:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,38:17:c3:1f:01:80,b4:5d:50:e1:92:31,00:4e:35:df:06:42,b4:5d:50:e1:96:43,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:41,b4:5d:50:e1:92:20,38:17:c3:1f:09:83,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,38:17:c3:19:55:42,38:17:c3:19:55:41,b4:5d:50:e1:92:32,38:17:c3:19:55:40,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:22:30,00:4e:35:de:e1:10,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,44:48:c1:91:95:b3,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,3e:33:00:4a:90:c1,00:4e:35:de:d7:52,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:19:71:81,38:17:c3:1e:fc:a0,38:17:c3:19:71:82,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:01,38:17:c3:24:58:a0,00:4e:35:df:27:00,38:17:c3:24:4f:01,00:4e:35:df:27:02,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:12,9c:d6:43:60:92:e0,x,y,timestamp
-63,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-80,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-72,-100,-72,-78,-72,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-90,-93,-82,-100,-64,-84,-83,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-86,-90,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,585,-125,4803073435093
-64,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-73,-100,-73,-80,-73,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-92,-56,-100,-100,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-90,-93,-100,-100,-64,-84,-100,-100,-64,-64,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-82,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,585,-125,4808243367852
-64,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-92,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-71,-100,-71,-78,-71,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-92,-56,-100,-100,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-64,-82,-100,-100,-64,-64,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-82,-100,-86,-84,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,585,-125,4813282285506
-65,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-91,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-91,-100,-78,-72,-100,-72,-79,-72,-100,-100,-100,-100,-100,-67,-79,-100,-100,-100,-100,-91,-56,-100,-100,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-64,-81,-100,-100,-65,-65,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-82,-100,-86,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,585,-125,4818378694254
-60,-100,-100,-100,-100,-89,-88,-78,-78,-82,-100,-100,-88,-86,-100,-100,-100,-100,-89,-77,-86,-100,-100,-84,-86,-85,-100,-100,-100,-88,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-87,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-81,-68,-100,-68,-72,-68,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-85,-62,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-65,-76,-100,-100,-66,-66,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-80,-100,-79,-87,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,604,-125,4851606873669
-60,-100,-100,-100,-100,-89,-91,-79,-79,-91,-100,-100,-88,-87,-100,-100,-100,-100,-90,-79,-87,-100,-100,-86,-85,-86,-100,-100,-100,-86,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-88,-41,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-84,-81,-100,-100,-100,-83,-89,-100,-100,-100,-100,-100,-100,-85,-100,-81,-68,-100,-69,-72,-69,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-85,-63,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-66,-74,-74,-100,-66,-66,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-80,-100,-79,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,604,-125,4856750313198
-61,-100,-100,-100,-100,-100,-91,-78,-78,-91,-100,-100,-84,-85,-100,-100,-100,-100,-90,-79,-86,-100,-100,-85,-84,-85,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-88,-41,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-92,-86,-100,-84,-80,-100,-100,-100,-82,-89,-100,-100,-100,-100,-100,-100,-84,-100,-100,-70,-100,-70,-70,-70,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-84,-61,-100,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-66,-74,-73,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-87,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,604,-125,4862112770540
-61,-100,-100,-100,-100,-89,-100,-79,-79,-100,-100,-100,-87,-85,-100,-100,-100,-100,-89,-78,-86,-100,-100,-85,-85,-85,-100,-100,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-39,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-87,-100,-100,-100,-100,-79,-92,-86,-100,-86,-80,-100,-100,-100,-83,-88,-100,-100,-100,-100,-100,-100,-85,-100,-83,-72,-100,-71,-70,-71,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-85,-61,-100,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-89,-92,-90,-100,-67,-77,-73,-100,-67,-67,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-81,-87,-87,-86,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,604,-125,4867378495433
-62,-100,-100,-100,-100,-89,-100,-80,-80,-91,-100,-100,-87,-87,-100,-100,-100,-100,-89,-79,-88,-100,-100,-86,-86,-86,-100,-100,-100,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-88,-39,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-79,-100,-100,-100,-85,-82,-100,-100,-100,-82,-88,-100,-100,-100,-100,-100,-100,-85,-100,-81,-73,-100,-74,-74,-73,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-85,-62,-100,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-85,-89,-84,-100,-67,-74,-74,-100,-67,-68,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-78,-100,-81,-87,-87,-88,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,604,-125,4872802024806
-59,-100,-100,-100,-100,-100,-100,-81,-81,-91,-100,-100,-85,-85,-100,-100,-100,-100,-100,-82,-84,-100,-100,-86,-86,-86,-100,-100,-100,-86,-100,-100,-100,-84,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-88,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-86,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-70,-100,-70,-71,-69,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-85,-62,-100,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-85,-88,-84,-100,-60,-77,-77,-100,-67,-67,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-81,-100,-81,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,604,-125,4878173796992
-65,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-82,-81,-100,-100,-82,-81,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-100,-100,-100,-100,-100,-76,-41,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-83,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-84,-100,-78,-71,-100,-71,-69,-70,-100,-100,-100,-100,-100,-69,-67,-100,-100,-100,-100,-84,-69,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-72,-78,-78,-100,-72,-72,-100,-100,-100,-100,-79,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,624,-125,4914354665520
-72,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-82,-81,-100,-100,-82,-81,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-82,-100,-100,-100,-100,-100,-76,-39,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-79,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-69,-100,-69,-72,-69,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-79,-68,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-65,-80,-80,-100,-66,-66,-100,-100,-100,-100,-79,-100,-100,-100,-100,-77,-78,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,624,-125,4919507801247
-73,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-82,-82,-100,-100,-84,-83,-84,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-83,-100,-100,-100,-100,-100,-83,-39,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-78,-82,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-79,-100,-82,-67,-100,-67,-71,-67,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-79,-68,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-79,-79,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,624,-125,4924738096141
-71,-100,-100,-100,-100,-100,-100,-82,-82,-92,-100,-100,-81,-81,-100,-100,-100,-100,-100,-81,-80,-100,-100,-83,-84,-84,-100,-100,-100,-81,-100,-100,-100,-71,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-79,-71,-100,-100,-100,-100,-100,-83,-39,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-79,-83,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-79,-100,-83,-67,-100,-68,-68,-68,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-79,-71,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-79,-79,-100,-67,-67,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,624,-125,4929988420097
-72,-100,-100,-100,-100,-100,-100,-82,-83,-90,-100,-100,-81,-81,-100,-100,-100,-100,-100,-82,-81,-100,-100,-83,-84,-84,-100,-100,-100,-81,-100,-100,-100,-71,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-79,-82,-100,-100,-100,-100,-100,-100,-39,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-81,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-89,-87,-100,-80,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-67,-100,-68,-73,-67,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-80,-70,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-90,-90,-89,-100,-67,-80,-79,-100,-67,-67,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-81,-100,-84,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,624,-125,4935189687178
-72,-100,-100,-100,-100,-100,-100,-82,-83,-90,-100,-100,-82,-82,-100,-100,-100,-100,-100,-83,-83,-100,-100,-84,-83,-82,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-100,-100,-100,-38,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-80,-100,-100,-87,-88,-100,-100,-100,-100,-89,-91,-88,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-68,-100,-68,-72,-69,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-80,-70,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-90,-90,-89,-100,-67,-81,-81,-100,-67,-67,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-80,-100,-86,-100,-100,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-87,-100,-100,-100,-88,-100,-100,624,-125,4940593693687
-65,-100,-100,-100,-100,-100,-100,-82,-82,-90,-100,-100,-82,-82,-92,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-80,-39,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-72,-100,-73,-70,-73,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-80,-68,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-76,-76,-100,-71,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,624,-106,4992175444448
-65,-100,-100,-100,-100,-100,-100,-81,-81,-90,-100,-100,-82,-82,-84,-100,-100,-100,-100,-81,-82,-100,-100,-85,-84,-85,-100,-100,-100,-83,-100,-100,-100,-78,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-80,-39,-89,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-90,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-70,-100,-70,-70,-70,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-80,-69,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-71,-77,-78,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,624,-106,4997297200384
