60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,b4:5d:50:e1:96:53,38:17:c3:1f:00:b1,b4:5d:50:e1:96:52,38:17:c3:1f:00:b2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:1f:09:82,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:a3,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,44:48:c1:91:95:b3,38:17:c3:1f:09:93,b4:5d:50:e1:96:50,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:19:45:a0,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,66:2a:2f:53:7c:99,20:a6:cd:42:0a:c0,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:aa:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:14:00,38:17:c3:1f:09:80,44:48:c1:91:95:b2,38:17:c3:24:47:50,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:40,20:a6:cd:42:0a:d2,38:17:c3:1f:19:c0,a8:bd:27:4c:aa:90,38:17:c3:19:45:a2,38:17:c3:19:45:a1,a8:bd:27:4c:aa:82,38:17:c3:1f:00:a0,38:17:c3:19:45:b0,44:48:c1:91:95:a2,a8:bd:27:4c:aa:92,38:17:c3:24:47:51,b6:e6:2d:69:d5:58,44:48:c1:91:aa:21,a8:bd:27:4c:aa:81,44:48:c1:91:aa:20,20:a6:cd:42:13:e0,a8:bd:27:4c:aa:80,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:e1,38:17:c3:1f:19:e0,38:17:c3:1f:19:e2,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:35:02,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:19:71:90,20:a6:cd:50:24:a1,38:17:c3:1e:ff:01,80:8d:b7:55:35:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,20:a6:cd:50:24:a2,38:17:c3:19:71:91,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:29:c2,38:17:c3:19:71:81,38:17:c3:19:71:82,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:19:36:22,38:17:c3:19:36:21,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,38:17:c3:19:36:20,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:0e:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:11,x,y,label
-53,-70,-64,-63,-76,-71,-72,-73,-76,-72,-76,-72,-74,-78,-75,-74,-74,-83,-83,-83,-75,-75,-78,-80,-80,-80,-100,-100,-81,-100,-100,-100,-87,-76,-72,-75,-74,-83,-76,-82,-75,-88,-88,-90,-75,-71,-71,-100,-100,-100,-100,-100,-100,-71,-80,-100,-100,-82,-83,-83,-82,-82,-80,-82,-100,-100,-100,-88,-71,-82,-100,-100,-100,-82,-81,-63,-82,-80,-100,-100,-90,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-58,-69,-63,-63,-76,-71,-72,-72,-76,-70,-76,-70,-74,-78,-75,-74,-75,-82,-82,-82,-75,-75,-78,-80,-80,-80,-100,-100,-81,-100,-100,-100,-89,-76,-70,-75,-74,-81,-75,-82,-75,-88,-88,-100,-75,-71,-72,-100,-100,-100,-100,-100,-100,-71,-80,-100,-100,-83,-82,-82,-81,-82,-80,-82,-100,-100,-100,-88,-71,-82,-100,-100,-100,-100,-80,-64,-82,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-57,-69,-69,-69,-84,-78,-77,-79,-83,-69,-83,-69,-74,-76,-78,-78,-79,-87,-86,-86,-78,-78,-80,-100,-82,-82,-87,-88,-82,-100,-100,-90,-100,-83,-69,-78,-78,-86,-79,-100,-76,-87,-100,-100,-78,-71,-71,-100,-100,-100,-100,-100,-100,-71,-100,-90,-88,-82,-82,-82,-81,-81,-80,-80,-100,-100,-100,-100,-77,-82,-100,-91,-100,-100,-80,-69,-82,-80,-100,-100,-100,-100,-81,-100,-100,-79,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-54,-69,-68,-68,-83,-100,-100,-75,-83,-72,-82,-72,-72,-75,-77,-78,-77,-86,-86,-86,-79,-79,-81,-100,-100,-69,-87,-87,-82,-100,-100,-90,-100,-83,-72,-77,-77,-86,-79,-79,-74,-87,-100,-100,-78,-71,-70,-100,-100,-100,-100,-100,-100,-71,-83,-90,-100,-81,-81,-81,-82,-83,-100,-81,-100,-100,-100,-100,-77,-81,-100,-100,-79,-78,-67,-68,-83,-80,-100,-100,-100,-100,-66,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-52,-67,-69,-69,-82,-77,-100,-75,-81,-72,-82,-72,-73,-78,-78,-78,-77,-86,-86,-86,-78,-78,-81,-100,-85,-81,-88,-88,-82,-100,-100,-100,-100,-81,-72,-78,-77,-86,-78,-79,-74,-87,-100,-100,-78,-70,-69,-100,-100,-100,-100,-100,-100,-70,-83,-100,-88,-83,-82,-82,-83,-83,-100,-80,-100,-100,-100,-100,-77,-82,-100,-100,-79,-78,-79,-67,-83,-80,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-53,-67,-67,-67,-81,-77,-77,-75,-81,-71,-81,-71,-72,-74,-78,-77,-100,-85,-84,-84,-78,-78,-78,-100,-85,-81,-87,-88,-81,-100,-100,-90,-90,-80,-71,-77,-100,-85,-79,-100,-74,-87,-89,-100,-78,-70,-71,-100,-100,-100,-100,-100,-100,-71,-100,-90,-88,-81,-81,-81,-83,-84,-100,-100,-100,-100,-100,-100,-77,-81,-100,-91,-100,-100,-79,-67,-84,-82,-100,-100,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-53,-69,-71,-69,-83,-78,-78,-76,-84,-69,-84,-70,-74,-77,-78,-100,-100,-85,-86,-85,-78,-78,-80,-100,-82,-82,-87,-87,-82,-100,-100,-100,-100,-82,-70,-78,-100,-85,-79,-100,-73,-88,-100,-100,-78,-70,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-81,-81,-81,-82,-82,-80,-80,-100,-100,-100,-100,-77,-81,-100,-91,-100,-100,-80,-71,-82,-100,-100,-100,-100,-100,-81,-100,-100,-79,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-57,-74,-66,-66,-82,-77,-77,-76,-81,-70,-82,-70,-73,-80,-77,-77,-78,-87,-87,-86,-80,-80,-80,-83,-84,-85,-100,-100,-82,-100,-100,-100,-100,-100,-70,-77,-78,-87,-80,-100,-76,-89,-100,-100,-77,-71,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-86,-81,-81,-81,-82,-82,-81,-81,-100,-100,-100,-100,-77,-81,-100,-100,-79,-100,-79,-66,-82,-81,-100,-88,-100,-100,-78,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-61,-71,-67,-67,-84,-100,-100,-100,-84,-73,-84,-73,-73,-73,-100,-74,-76,-84,-84,-84,-75,-75,-79,-82,-81,-72,-88,-100,-100,-100,-100,-86,-100,-100,-72,-77,-76,-84,-75,-81,-79,-88,-90,-100,-100,-67,-67,-100,-88,-100,-100,-100,-100,-67,-82,-86,-100,-83,-83,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-82,-81,-77,-67,-100,-81,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-64,-73,-70,-69,-82,-100,-100,-100,-82,-68,-81,-68,-72,-76,-75,-76,-76,-85,-85,-85,-75,-75,-81,-82,-82,-72,-88,-100,-80,-100,-100,-88,-100,-82,-68,-76,-76,-85,-76,-84,-75,-88,-90,-100,-77,-67,-66,-84,-88,-100,-100,-100,-100,-67,-82,-88,-100,-84,-84,-84,-83,-84,-80,-80,-100,-100,-100,-100,-100,-84,-100,-100,-82,-81,-78,-70,-100,-79,-100,-100,-100,-100,-77,-84,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-63,-72,-71,-71,-82,-100,-100,-100,-82,-70,-82,-70,-72,-76,-77,-75,-76,-84,-84,-84,-75,-75,-79,-82,-81,-73,-88,-100,-80,-100,-100,-88,-100,-82,-70,-76,-76,-85,-75,-84,-76,-88,-100,-100,-78,-67,-67,-84,-100,-100,-100,-90,-89,-67,-81,-88,-100,-86,-86,-86,-83,-84,-80,-80,-100,-100,-100,-100,-100,-86,-100,-89,-100,-100,-78,-71,-84,-80,-90,-100,-100,-100,-77,-84,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-72,-69,-70,-81,-81,-80,-76,-82,-70,-81,-70,-73,-75,-77,-75,-76,-84,-84,-84,-76,-77,-80,-100,-81,-73,-88,-88,-81,-100,-100,-88,-90,-82,-70,-77,-76,-85,-77,-83,-78,-88,-100,-100,-77,-67,-67,-100,-88,-88,-100,-90,-89,-67,-81,-88,-100,-84,-84,-84,-85,-86,-80,-80,-100,-100,-100,-100,-81,-85,-100,-91,-82,-82,-77,-70,-84,-80,-90,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-63,-71,-69,-69,-82,-80,-80,-76,-82,-71,-81,-71,-72,-74,-77,-75,-75,-84,-84,-84,-76,-76,-80,-81,-100,-72,-87,-87,-81,-100,-100,-88,-90,-82,-71,-76,-74,-83,-76,-83,-76,-87,-100,-100,-77,-69,-67,-100,-88,-88,-100,-90,-90,-69,-82,-87,-100,-84,-85,-85,-84,-84,-81,-80,-100,-100,-100,-100,-81,-85,-100,-91,-82,-82,-77,-69,-85,-80,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-72,-69,-69,-82,-80,-80,-76,-81,-71,-82,-71,-72,-75,-77,-75,-75,-84,-83,-84,-76,-76,-80,-81,-100,-72,-87,-87,-81,-100,-100,-89,-100,-79,-71,-76,-75,-83,-76,-84,-75,-87,-100,-100,-76,-67,-67,-84,-88,-88,-100,-90,-90,-67,-81,-88,-100,-84,-85,-84,-84,-85,-80,-80,-100,-100,-100,-100,-81,-85,-100,-90,-84,-84,-77,-69,-85,-81,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-60,-73,-60,-59,-82,-100,-79,-78,-82,-69,-82,-68,-78,-100,-81,-75,-75,-84,-85,-84,-73,-73,-77,-78,-78,-75,-100,-100,-83,-100,-100,-100,-100,-82,-68,-80,-75,-85,-73,-100,-100,-100,-100,-100,-81,-71,-72,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-86,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,-80,-86,-100,-100,-100,-100,-78,-60,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-60,-75,-63,-63,-82,-78,-78,-78,-83,-67,-83,-67,-75,-75,-77,-74,-73,-85,-85,-86,-71,-72,-79,-82,-82,-74,-100,-100,-86,-100,-100,-100,-88,-82,-67,-77,-74,-85,-72,-100,-100,-88,-89,-100,-78,-70,-70,-100,-100,-100,-100,-92,-100,-70,-78,-100,-100,-79,-79,-79,-83,-83,-100,-100,-100,-100,-89,-100,-78,-79,-100,-100,-100,-83,-78,-63,-83,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-55,-73,-65,-65,-81,-78,-78,-77,-81,-68,-81,-68,-75,-74,-77,-72,-73,-83,-85,-83,-71,-70,-78,-82,-83,-74,-100,-90,-86,-100,-100,-100,-88,-82,-68,-77,-72,-83,-71,-100,-83,-89,-89,-100,-78,-68,-68,-100,-100,-100,-100,-92,-100,-68,-100,-100,-100,-82,-82,-82,-82,-82,-100,-100,-100,-100,-89,-100,-78,-82,-100,-100,-100,-83,-75,-66,-83,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-72,-62,-62,-82,-76,-76,-72,-82,-69,-82,-69,-72,-73,-74,-72,-72,-84,-84,-85,-72,-72,-80,-79,-79,-75,-87,-87,-81,-100,-100,-100,-88,-82,-69,-74,-72,-100,-72,-100,-77,-87,-88,-90,-74,-69,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-81,-81,-81,-82,-82,-100,-100,-100,-100,-88,-88,-76,-81,-100,-100,-79,-79,-76,-100,-82,-100,-100,-100,-100,-100,-76,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-59,-72,-63,-63,-81,-77,-77,-75,-81,-66,-81,-66,-72,-73,-74,-72,-73,-86,-85,-85,-70,-71,-76,-81,-81,-74,-89,-87,-81,-100,-100,-100,-88,-82,-67,-78,-73,-84,-71,-81,-79,-89,-90,-90,-78,-70,-70,-100,-100,-100,-87,-100,-100,-70,-100,-100,-87,-82,-83,-82,-83,-83,-100,-100,-100,-100,-88,-88,-77,-82,-100,-100,-81,-81,-77,-63,-83,-100,-100,-87,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-72,-64,-65,-82,-77,-76,-74,-82,-68,-82,-68,-76,-72,-78,-71,-73,-86,-86,-86,-72,-72,-76,-81,-81,-74,-89,-100,-100,-100,-100,-100,-88,-81,-67,-77,-73,-86,-72,-81,-82,-89,-88,-100,-77,-71,-71,-100,-100,-100,-87,-100,-100,-70,-100,-100,-87,-84,-83,-83,-83,-82,-100,-100,-100,-100,-89,-88,-77,-83,-100,-100,-80,-81,-77,-65,-83,-100,-100,-87,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-72,-63,-64,-79,-74,-74,-74,-79,-65,-79,-65,-78,-73,-78,-100,-76,-80,-80,-80,-74,-74,-80,-100,-82,-70,-87,-86,-83,-100,-100,-100,-100,-79,-66,-77,-77,-80,-74,-82,-78,-87,-100,-100,-78,-64,-63,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-78,-78,-78,-78,-78,-83,-83,-100,-100,-100,-100,-74,-77,-100,-100,-82,-82,-73,-64,-78,-100,-100,-88,-100,-100,-73,-100,-100,-74,-100,-100,-100,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
