38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:e3,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:41,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:55:51,00:4e:35:df:06:41,b4:5d:50:e1:92:33,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,44:48:c1:a5:82:30,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,38:17:c3:19:55:50,38:17:c3:19:d7:70,80:8d:b7:55:3a:50,00:4e:35:df:06:52,00:4e:35:df:06:42,66:2a:2f:53:7c:99,80:8d:b7:55:3a:42,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:19:d7:60,38:17:c3:1e:ff:00,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:d7:71,44:48:c1:a5:82:22,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,38:17:c3:19:45:b0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,b4:5d:50:e1:92:23,38:17:c3:19:55:52,b4:5d:50:e1:96:50,a8:bd:27:4c:bd:30,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:19:45:a0,38:17:c3:19:45:a1,b4:5d:50:e1:96:43,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:30,00:4e:35:de:e1:02,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:20,00:4e:35:de:e1:01,b4:5d:50:e1:92:21,00:4e:35:de:e1:00,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:11,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:41,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:81,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:43,38:17:c3:19:71:90,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1f:22:30,38:17:c3:19:71:92,38:17:c3:1f:08:50,00:4e:35:de:d7:51,38:17:c3:1f:22:31,38:17:c3:1f:08:42,38:17:c3:1f:22:32,38:17:c3:1f:08:51,00:4e:35:df:0e:00,38:17:c3:1f:08:52,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:12,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:02,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:4f:01,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:00,38:17:c3:1f:0f:91,38:17:c3:24:4f:12,38:17:c3:24:4f:11,00:4e:35:df:27:01,38:17:c3:1b:08:a1,x,y,label
-53,-53,-50,-54,-53,-76,-72,-72,-75,-65,-65,-65,-66,-65,-75,-75,-75,-75,-80,-80,-76,-100,-100,-77,-77,-72,-72,-73,-78,-78,-78,-81,-86,-100,-100,-81,-53,-53,-72,-75,-65,-66,-75,-80,-100,-77,-100,-78,-87,-81,-81,-89,-100,-88,-73,-100,-100,-85,-86,-100,-89,-72,-100,-71,-81,-81,-100,-85,-86,-100,-100,-81,-71,-71,-83,-85,-87,-88,-100,-100,-100,-84,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-53,-53,-49,-53,-53,-76,-71,-71,-75,-65,-65,-65,-65,-64,-75,-75,-75,-75,-79,-79,-74,-72,-71,-77,-100,-72,-72,-73,-78,-78,-78,-81,-86,-100,-100,-78,-53,-53,-71,-75,-65,-65,-75,-80,-71,-77,-100,-78,-87,-81,-81,-89,-100,-86,-100,-100,-100,-86,-85,-100,-89,-72,-100,-71,-81,-81,-100,-83,-85,-100,-83,-81,-71,-71,-83,-85,-88,-100,-88,-100,-100,-85,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-62,-63,-52,-55,-55,-73,-69,-69,-70,-63,-64,-66,-66,-62,-71,-71,-70,-71,-74,-74,-76,-69,-69,-69,-100,-75,-75,-72,-82,-82,-82,-81,-100,-100,-100,-100,-63,-55,-69,-70,-64,-65,-71,-74,-69,-100,-72,-81,-100,-100,-100,-86,-100,-87,-72,-100,-100,-82,-81,-100,-100,-75,-100,-71,-80,-80,-100,-100,-82,-100,-100,-82,-71,-71,-100,-78,-100,-100,-100,-100,-100,-78,-78,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-60,-60,-55,-54,-55,-74,-71,-71,-71,-62,-62,-66,-66,-65,-67,-67,-71,-67,-72,-73,-65,-69,-69,-70,-100,-75,-75,-72,-80,-80,-80,-81,-85,-100,-100,-85,-60,-55,-71,-70,-63,-66,-67,-73,-69,-70,-72,-81,-86,-81,-80,-83,-84,-86,-76,-100,-100,-81,-81,-84,-84,-75,-100,-71,-79,-80,-100,-86,-80,-100,-81,-81,-71,-71,-100,-78,-87,-87,-88,-100,-100,-78,-78,-100,-100,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-60,-60,-57,-54,-54,-75,-71,-71,-70,-62,-63,-66,-66,-65,-69,-69,-70,-69,-73,-73,-65,-69,-69,-70,-100,-72,-72,-100,-81,-82,-81,-82,-86,-100,-90,-85,-60,-54,-71,-71,-63,-66,-69,-73,-69,-70,-100,-81,-86,-82,-78,-84,-84,-86,-76,-77,-100,-81,-80,-85,-84,-72,-100,-100,-79,-79,-100,-86,-80,-100,-81,-82,-100,-71,-100,-100,-87,-87,-88,-100,-100,-78,-100,-100,-100,-79,-86,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-61,-61,-60,-54,-55,-75,-71,-71,-70,-63,-63,-66,-65,-65,-69,-68,-70,-68,-73,-73,-77,-70,-69,-70,-70,-72,-72,-100,-80,-81,-81,-81,-100,-100,-100,-87,-61,-54,-71,-70,-63,-66,-68,-74,-70,-70,-100,-81,-86,-81,-80,-85,-100,-87,-100,-100,-100,-80,-81,-100,-100,-72,-100,-100,-80,-80,-100,-84,-100,-100,-100,-81,-100,-71,-81,-79,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-60,-60,-57,-54,-54,-75,-71,-71,-71,-64,-63,-66,-66,-64,-70,-70,-72,-70,-74,-74,-71,-70,-70,-70,-70,-72,-72,-100,-81,-81,-81,-81,-86,-100,-89,-85,-60,-55,-71,-71,-64,-66,-69,-74,-70,-71,-75,-81,-87,-81,-79,-84,-100,-87,-100,-100,-100,-80,-81,-84,-84,-72,-100,-71,-80,-80,-100,-85,-100,-80,-80,-80,-71,-71,-81,-79,-88,-100,-100,-100,-89,-78,-79,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-61,-61,-60,-54,-55,-73,-71,-71,-72,-63,-63,-65,-65,-65,-68,-68,-72,-68,-74,-74,-77,-70,-70,-70,-70,-73,-73,-74,-80,-81,-81,-80,-86,-100,-89,-86,-61,-54,-71,-72,-64,-65,-68,-74,-70,-70,-75,-80,-87,-80,-80,-83,-84,-85,-75,-100,-100,-81,-81,-84,-84,-100,-100,-71,-80,-80,-100,-85,-100,-80,-80,-81,-71,-71,-81,-100,-88,-87,-87,-100,-89,-78,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-54,-54,-49,-55,-54,-76,-78,-77,-73,-65,-65,-64,-64,-63,-68,-68,-73,-68,-72,-72,-75,-74,-73,-70,-70,-69,-69,-72,-81,-81,-81,-84,-100,-100,-100,-100,-54,-55,-78,-72,-65,-64,-68,-72,-73,-70,-72,-82,-100,-83,-78,-85,-82,-100,-72,-100,-100,-81,-81,-81,-100,-69,-100,-67,-78,-78,-82,-100,-82,-100,-100,-84,-68,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-54,-54,-48,-55,-55,-72,-76,-76,-72,-65,-65,-65,-65,-65,-69,-69,-73,-69,-72,-72,-72,-72,-72,-70,-70,-69,-69,-72,-81,-81,-81,-84,-82,-100,-100,-80,-54,-55,-77,-72,-66,-65,-69,-72,-73,-70,-72,-82,-82,-84,-78,-85,-82,-88,-71,-100,-100,-81,-81,-85,-85,-69,-100,-70,-78,-78,-81,-100,-82,-79,-100,-83,-68,-100,-100,-86,-89,-89,-89,-100,-88,-100,-100,-100,-84,-86,-82,-100,-100,-80,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-55,-55,-48,-54,-54,-70,-77,-77,-72,-65,-65,-64,-64,-64,-68,-68,-73,-68,-73,-73,-72,-73,-73,-70,-71,-69,-69,-72,-81,-81,-81,-84,-82,-82,-88,-77,-55,-54,-77,-72,-66,-64,-68,-73,-100,-71,-72,-81,-82,-84,-78,-86,-82,-86,-71,-100,-100,-100,-100,-85,-86,-69,-100,-68,-78,-78,-82,-100,-82,-79,-100,-83,-68,-100,-100,-100,-88,-88,-88,-100,-88,-100,-100,-100,-100,-100,-82,-100,-100,-80,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-55,-55,-48,-54,-54,-71,-78,-77,-73,-65,-65,-65,-65,-65,-69,-69,-72,-69,-72,-72,-71,-74,-74,-71,-71,-100,-69,-100,-81,-82,-82,-84,-82,-82,-88,-77,-55,-54,-77,-72,-65,-64,-69,-72,-73,-71,-100,-82,-83,-84,-79,-88,-81,-90,-100,-100,-100,-81,-82,-85,-88,-100,-100,-68,-78,-78,-82,-100,-82,-78,-78,-84,-67,-68,-79,-100,-89,-88,-88,-100,-88,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-54,-54,-49,-54,-54,-72,-78,-77,-72,-64,-65,-65,-65,-64,-69,-69,-72,-69,-73,-73,-71,-74,-74,-71,-71,-69,-69,-100,-82,-82,-82,-85,-82,-82,-87,-79,-55,-54,-78,-72,-64,-65,-69,-73,-73,-69,-100,-81,-82,-85,-78,-86,-81,-90,-100,-100,-100,-80,-80,-100,-88,-69,-100,-68,-78,-78,-100,-85,-80,-78,-77,-85,-68,-68,-78,-100,-89,-100,-100,-100,-88,-86,-86,-100,-100,-84,-82,-100,-100,-100,-100,-100,-82,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-54,-55,-49,-55,-55,-72,-77,-77,-72,-65,-65,-65,-65,-64,-68,-68,-72,-68,-72,-73,-74,-74,-74,-70,-70,-69,-69,-100,-82,-82,-82,-84,-82,-100,-88,-79,-55,-55,-77,-72,-65,-65,-68,-73,-73,-69,-100,-81,-82,-85,-78,-86,-82,-90,-100,-100,-100,-81,-81,-100,-100,-69,-100,-68,-79,-78,-82,-82,-81,-78,-78,-84,-68,-69,-78,-100,-89,-100,-89,-100,-88,-85,-86,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-59,-59,-55,-54,-54,-68,-74,-74,-69,-63,-63,-65,-65,-62,-72,-72,-69,-72,-70,-70,-73,-74,-73,-74,-74,-73,-74,-100,-83,-82,-83,-84,-83,-79,-86,-80,-59,-54,-74,-69,-63,-65,-72,-70,-74,-74,-100,-83,-83,-84,-81,-86,-78,-86,-100,-100,-100,-87,-100,-86,-86,-73,-80,-68,-81,-82,-79,-100,-87,-100,-81,-85,-69,-68,-81,-88,-87,-87,-87,-87,-86,-100,-100,-100,-100,-100,-83,-88,-100,-100,-100,-83,-83,-100,-100,-88,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-59,-59,-55,-53,-54,-71,-74,-74,-69,-63,-63,-63,-63,-63,-72,-72,-70,-72,-71,-72,-72,-74,-100,-74,-74,-73,-73,-100,-83,-100,-83,-85,-83,-78,-87,-81,-59,-54,-74,-70,-63,-63,-72,-71,-100,-74,-100,-83,-83,-100,-100,-85,-80,-85,-100,-100,-80,-87,-100,-100,-86,-73,-100,-67,-81,-82,-79,-100,-88,-80,-79,-100,-67,-67,-79,-88,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-83,-88,-100,-100,-82,-83,-83,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-58,-58,-56,-53,-54,-72,-74,-74,-70,-63,-64,-63,-64,-63,-72,-72,-69,-72,-71,-71,-72,-74,-75,-100,-73,-72,-72,-77,-83,-83,-83,-85,-83,-79,-88,-79,-59,-53,-74,-70,-63,-63,-72,-71,-75,-100,-77,-83,-82,-85,-82,-87,-80,-84,-77,-100,-81,-87,-100,-87,-87,-72,-80,-67,-82,-82,-79,-83,-87,-80,-80,-85,-67,-67,-79,-100,-88,-88,-88,-87,-87,-100,-100,-100,-100,-100,-82,-89,-100,-83,-82,-83,-100,-100,-100,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-58,-58,-55,-53,-54,-72,-74,-73,-69,-63,-63,-63,-63,-63,-71,-71,-69,-71,-71,-71,-74,-74,-75,-73,-73,-72,-72,-77,-83,-83,-83,-85,-82,-80,-88,-80,-58,-54,-74,-70,-63,-63,-71,-71,-75,-100,-77,-83,-83,-85,-81,-86,-80,-85,-77,-100,-81,-87,-100,-85,-85,-72,-80,-66,-81,-81,-79,-83,-87,-100,-80,-85,-67,-67,-100,-89,-88,-88,-88,-86,-87,-100,-100,-100,-100,-100,-82,-88,-100,-83,-82,-83,-100,-100,-100,-89,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-59,-59,-56,-54,-54,-72,-74,-74,-69,-64,-63,-64,-64,-63,-70,-70,-69,-70,-71,-71,-71,-100,-100,-73,-73,-72,-72,-77,-83,-83,-83,-84,-82,-79,-87,-79,-58,-54,-74,-70,-63,-64,-70,-71,-100,-100,-77,-83,-82,-85,-81,-84,-79,-86,-77,-100,-100,-88,-100,-85,-84,-72,-79,-66,-81,-81,-79,-83,-87,-81,-80,-84,-67,-67,-80,-89,-88,-88,-88,-87,-87,-100,-100,-100,-100,-100,-82,-88,-100,-83,-81,-83,-100,-100,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-59,-59,-55,-54,-54,-73,-74,-73,-69,-64,-64,-63,-63,-63,-72,-72,-69,-72,-71,-71,-71,-100,-100,-73,-73,-73,-75,-100,-83,-83,-83,-85,-82,-80,-87,-80,-59,-54,-74,-69,-64,-63,-72,-71,-100,-74,-100,-83,-82,-84,-82,-86,-79,-85,-100,-100,-100,-88,-100,-85,-86,-72,-79,-67,-82,-82,-80,-83,-87,-79,-80,-84,-67,-67,-81,-100,-87,-88,-88,-87,-86,-100,-100,-100,-100,-100,-82,-88,-100,-83,-81,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-60,-60,-58,-60,-60,-73,-82,-82,-64,-67,-65,-64,-64,-66,-70,-70,-64,-70,-74,-74,-76,-79,-78,-74,-74,-75,-75,-70,-83,-85,-86,-82,-84,-76,-82,-77,-60,-60,-82,-64,-65,-64,-70,-74,-78,-74,-70,-83,-85,-83,-75,-82,-77,-90,-70,-100,-82,-85,-85,-83,-82,-74,-81,-100,-75,-74,-77,-83,-83,-83,-100,-82,-63,-65,-100,-86,-88,-100,-88,-82,-82,-86,-86,-100,-84,-100,-85,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-83,-83,-91,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
-64,-64,-53,-60,-59,-68,-82,-82,-61,-62,-62,-64,-64,-66,-70,-70,-61,-70,-70,-70,-74,-77,-100,-100,-76,-71,-71,-73,-85,-85,-85,-81,-100,-77,-85,-78,-64,-60,-82,-62,-62,-64,-70,-70,-100,-100,-73,-85,-100,-80,-76,-82,-100,-88,-73,-81,-100,-83,-82,-83,-83,-71,-100,-68,-76,-76,-78,-85,-82,-100,-85,-81,-68,-68,-100,-87,-85,-85,-85,-100,-85,-87,-87,-100,-100,-100,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
