60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,38:17:c3:1f:14:01,38:17:c3:1f:14:00,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,44:48:c1:91:d0:01,44:48:c1:91:d0:00,44:48:c1:91:d0:02,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,44:48:c1:91:d0:11,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,38:17:c3:1f:14:10,38:17:c3:1f:09:83,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:19:45:b1,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:19:45:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:1f:09:91,38:17:c3:1f:09:82,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,38:17:c3:1f:09:93,44:48:c1:91:95:b1,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:24:47:52,38:17:c3:24:47:50,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:92,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,38:17:c3:1f:09:80,38:17:c3:1f:09:81,44:48:c1:91:95:a3,44:48:c1:91:95:a2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,20:a6:cd:42:13:f0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:22:61:90,38:17:c3:1f:19:c0,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,44:48:c1:91:aa:31,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,02:54:af:fe:54:11,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:3a:50,80:8d:b7:55:35:01,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:19:71:90,38:17:c3:19:71:81,38:17:c3:19:36:30,c4:49:bb:c5:3d:f0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:19:71:82,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,x,y,timestamp
-100,-100,-100,-69,-69,-70,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-56,-57,-100,-100,-100,-100,-58,-59,-60,-77,-80,-80,-100,-100,-84,-88,-80,-80,-88,-80,-100,-100,-80,-84,-87,-84,-85,-86,-86,-87,-87,-100,-87,-87,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,532,626,2535061997417
-100,-100,-100,-69,-69,-70,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-59,-59,-60,-81,-80,-80,-80,-100,-85,-86,-80,-80,-88,-100,-100,-100,-80,-84,-87,-84,-85,-86,-85,-87,-87,-100,-87,-86,-100,-100,-100,-100,-100,-82,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-93,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,532,626,2538183770801
-100,-100,-100,-68,-68,-68,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-57,-58,-57,-80,-79,-79,-77,-100,-85,-84,-79,-78,-87,-100,-79,-100,-80,-86,-87,-100,-100,-86,-86,-87,-100,-100,-86,-86,-100,-100,-100,-100,-83,-81,-100,-82,-82,-100,-82,-100,-84,-100,-84,-92,-93,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,532,626,2541355975748
-100,-100,-100,-67,-67,-66,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-57,-58,-57,-80,-79,-79,-77,-100,-81,-85,-79,-78,-86,-80,-80,-100,-100,-86,-87,-100,-100,-84,-86,-87,-82,-80,-86,-85,-100,-100,-100,-100,-83,-82,-100,-83,-82,-100,-100,-100,-86,-100,-84,-92,-100,-81,-81,-81,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,532,626,2544562214497
-100,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-60,-60,-100,-100,-100,-100,-58,-58,-57,-76,-81,-81,-100,-100,-83,-89,-81,-82,-88,-86,-100,-100,-100,-81,-87,-82,-81,-100,-87,-88,-84,-100,-87,-88,-100,-100,-100,-100,-82,-83,-100,-82,-77,-76,-77,-100,-100,-86,-86,-100,-100,-81,-82,-82,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,547,626,2576366335370
-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-59,-58,-100,-100,-100,-100,-60,-58,-60,-81,-81,-81,-82,-100,-84,-87,-81,-82,-87,-86,-100,-100,-81,-79,-87,-80,-80,-85,-87,-88,-84,-100,-87,-88,-100,-100,-100,-100,-83,-84,-100,-84,-77,-76,-77,-100,-100,-86,-86,-100,-100,-81,-82,-82,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,547,626,2579458307088
-100,-100,-100,-74,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-60,-59,-100,-100,-100,-100,-59,-58,-59,-82,-82,-82,-82,-100,-84,-87,-81,-82,-89,-83,-83,-100,-81,-79,-86,-80,-80,-85,-85,-85,-85,-84,-87,-89,-100,-100,-100,-100,-83,-84,-100,-84,-76,-76,-77,-100,-87,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,547,626,2582661701357
-100,-100,-100,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-84,-100,-100,-92,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-60,-59,-100,-100,-100,-100,-61,-60,-61,-82,-82,-82,-100,-80,-84,-88,-81,-82,-89,-83,-83,-100,-81,-79,-86,-82,-81,-87,-85,-86,-85,-84,-87,-89,-100,-100,-100,-100,-81,-81,-100,-81,-77,-76,-78,-100,-87,-100,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,547,626,2585804365158
-100,-100,-100,-74,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-84,-100,-100,-92,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-60,-59,-100,-100,-100,-100,-59,-58,-58,-82,-78,-79,-81,-80,-82,-87,-79,-80,-86,-83,-82,-100,-80,-79,-86,-82,-81,-87,-85,-85,-86,-100,-86,-87,-100,-100,-100,-100,-81,-81,-100,-81,-77,-100,-78,-100,-100,-100,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-89,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,547,626,2589019713334
-100,-100,-100,-74,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-58,-59,-100,-100,-100,-100,-58,-58,-58,-82,-78,-79,-81,-78,-82,-86,-79,-80,-86,-84,-85,-100,-79,-80,-86,-81,-80,-85,-85,-86,-86,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,547,626,2592181769791
-100,-100,-100,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-57,-59,-57,-79,-84,-84,-100,-100,-84,-83,-84,-84,-84,-82,-83,-100,-100,-100,-86,-100,-100,-100,-84,-84,-83,-100,-84,-84,-100,-100,-100,-100,-81,-100,-100,-79,-77,-77,-78,-100,-100,-100,-100,-100,-100,-80,-100,-82,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,626,2627780459152
-100,-100,-100,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-60,-60,-100,-100,-100,-100,-56,-57,-56,-75,-84,-84,-100,-100,-84,-83,-84,-84,-84,-81,-83,-100,-100,-100,-84,-100,-100,-100,-82,-83,-84,-100,-83,-84,-100,-100,-100,-100,-81,-100,-100,-79,-77,-77,-77,-100,-100,-100,-100,-100,-100,-80,-82,-82,-100,-87,-100,-88,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,626,2630577018162
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-56,-57,-58,-76,-84,-87,-84,-85,-84,-83,-88,-88,-84,-81,-81,-100,-100,-100,-84,-100,-100,-100,-82,-83,-84,-100,-83,-83,-100,-100,-100,-100,-80,-81,-100,-80,-77,-78,-77,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-87,-86,-87,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,626,2633638683473
-100,-100,-100,-80,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-56,-56,-56,-78,-85,-84,-84,-85,-100,-83,-85,-84,-84,-81,-81,-100,-100,-84,-83,-83,-84,-90,-83,-83,-85,-80,-83,-85,-100,-100,-100,-100,-77,-77,-100,-76,-79,-80,-78,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-87,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,626,2636681329045
-100,-100,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-55,-55,-55,-75,-85,-84,-82,-82,-88,-84,-86,-84,-84,-80,-81,-100,-82,-84,-82,-83,-84,-88,-83,-83,-83,-80,-84,-85,-100,-100,-100,-100,-77,-77,-100,-76,-80,-79,-78,-100,-88,-87,-88,-100,-100,-82,-83,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,626,2639829990919
-100,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-59,-58,-100,-100,-100,-100,-54,-54,-55,-75,-85,-84,-82,-82,-88,-84,-85,-85,-85,-80,-81,-100,-82,-83,-82,-83,-84,-88,-83,-83,-83,-100,-84,-84,-100,-100,-100,-100,-77,-100,-100,-77,-80,-79,-78,-100,-88,-87,-88,-100,-100,-82,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,562,626,2643024247011
-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-82,-100,-84,-85,-100,-82,-83,-100,-100,-85,-90,-84,-84,-91,-100,-90,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,626,2679644638560
-100,-100,-100,-77,-78,-78,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-48,-49,-100,-100,-100,-100,-55,-54,-55,-79,-84,-84,-100,-100,-82,-89,-84,-84,-89,-82,-83,-100,-100,-85,-91,-83,-84,-91,-100,-90,-100,-82,-89,-100,-100,-100,-100,-100,-79,-77,-100,-79,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-84,-85,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,626,2682726975486
-100,-100,-100,-76,-76,-76,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-49,-49,-100,-100,-100,-100,-55,-55,-55,-78,-82,-82,-85,-100,-82,-85,-81,-83,-88,-83,-83,-100,-100,-84,-91,-83,-83,-100,-90,-100,-89,-100,-85,-86,-100,-100,-100,-100,-79,-78,-100,-78,-79,-80,-80,-100,-86,-100,-86,-100,-100,-80,-81,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,626,2685936525536
-100,-100,-100,-76,-76,-76,-80,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-49,-48,-100,-100,-100,-100,-55,-56,-55,-78,-85,-84,-85,-100,-82,-85,-85,-84,-88,-83,-83,-100,-100,-84,-88,-100,-84,-100,-88,-87,-100,-100,-85,-86,-100,-100,-100,-100,-79,-78,-100,-78,-80,-79,-80,-100,-86,-87,-86,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,626,2689196848244
-100,-100,-100,-100,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-49,-48,-100,-100,-100,-100,-56,-56,-55,-100,-84,-84,-100,-100,-86,-88,-83,-84,-86,-84,-82,-100,-100,-100,-87,-100,-85,-91,-88,-87,-100,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-79,-100,-100,-87,-100,-100,-100,-80,-81,-80,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,626,2692355785430
-100,-100,-100,-100,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-49,-49,-100,-100,-100,-100,-56,-56,-56,-79,-84,-84,-100,-100,-84,-88,-84,-84,-86,-84,-82,-100,-85,-100,-87,-100,-85,-91,-88,-87,-100,-82,-88,-89,-100,-100,-100,-100,-77,-77,-100,-77,-79,-78,-79,-100,-100,-100,-100,-100,-100,-80,-80,-82,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,577,626,2695474861522
-100,-100,-100,-73,-100,-73,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-58,-57,-57,-100,-87,-87,-100,-80,-82,-87,-88,-87,-86,-82,-82,-100,-81,-83,-85,-83,-82,-100,-86,-85,-83,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-83,-83,-83,-88,-90,-91,-100,-100,-100,-100,-100,-100,592,626,2729733847030
