72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,44:48:c1:91:d0:04,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:42,b4:5d:50:e1:96:40,9c:d6:43:60:92:e0,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c0,44:48:c1:91:d0:02,44:48:c1:91:d0:01,44:48:c1:91:d0:12,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c1,44:48:c1:91:d0:00,38:17:c3:1f:14:02,44:48:c1:91:d0:10,44:48:c1:91:d0:11,38:17:c3:1f:14:01,38:17:c3:1f:14:00,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,44:48:c1:91:95:a3,20:a6:cd:42:0a:d2,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:1f:09:82,b4:5d:50:e1:96:50,38:17:c3:1f:14:11,44:48:c1:91:95:a2,44:48:c1:91:95:b1,a8:bd:27:4c:aa:82,38:17:c3:1f:14:12,38:17:c3:1f:14:10,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:1f:09:93,38:17:c3:24:47:50,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:45:b0,b4:5d:50:e1:96:41,38:17:c3:1f:09:81,38:17:c3:1f:09:80,a8:bd:27:4c:aa:80,38:17:c3:19:45:a1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,a8:bd:27:4c:aa:81,72:32:b1:3e:1a:b7,38:17:c3:1f:19:c0,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,44:48:c1:91:aa:20,44:48:c1:91:aa:22,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:35:03,80:8d:b7:55:35:10,66:2a:2f:53:7c:99,80:8d:b7:55:25:e2,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:51,80:8d:b7:55:3a:42,80:8d:b7:55:35:00,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,38:17:c3:19:71:90,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,38:17:c3:19:71:81,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c2,80:8d:b7:55:29:d1,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,timestamp
-62,-61,-67,-70,-69,-70,-63,-63,-63,-83,-82,-78,-100,-100,-76,-77,-73,-100,-81,-80,-74,-74,-100,-76,-81,-80,-77,-77,-80,-82,-82,-82,-82,-82,-79,-84,-83,-83,-81,-84,-83,-82,-83,-84,-82,-83,-84,-84,-84,-87,-87,-88,-87,-86,-86,-87,-88,-89,-87,-100,-100,-100,-88,-100,-100,-88,-80,-84,-100,-100,-82,-100,-100,-82,-82,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,783,766309619758
-65,-62,-67,-69,-69,-69,-63,-63,-63,-83,-79,-75,-80,-100,-77,-77,-75,-100,-81,-80,-74,-74,-100,-76,-79,-79,-76,-77,-79,-82,-82,-82,-82,-82,-79,-86,-86,-85,-82,-86,-83,-100,-84,-83,-82,-84,-84,-84,-84,-86,-90,-88,-86,-86,-86,-87,-100,-89,-100,-100,-100,-100,-87,-89,-100,-88,-80,-84,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,783,769640572308
-65,-58,-67,-70,-71,-70,-64,-64,-64,-100,-79,-78,-100,-77,-77,-77,-100,-100,-100,-81,-79,-100,-100,-80,-82,-81,-80,-79,-82,-83,-82,-84,-100,-83,-83,-88,-100,-100,-86,-100,-83,-100,-88,-100,-83,-83,-88,-88,-89,-86,-84,-84,-85,-84,-86,-84,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-86,-100,-89,-100,-100,-89,-88,-100,-67,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,768,811325937136
-65,-56,-67,-69,-69,-69,-62,-62,-62,-100,-78,-78,-78,-78,-79,-78,-79,-100,-100,-79,-79,-100,-82,-78,-80,-79,-80,-78,-80,-83,-83,-84,-100,-83,-83,-88,-88,-88,-85,-88,-83,-100,-88,-80,-85,-84,-88,-88,-89,-86,-86,-86,-85,-85,-86,-87,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-79,-100,-86,-100,-89,-100,-100,-89,-88,-100,-67,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,768,814561782604
-59,-58,-67,-71,-71,-70,-63,-62,-62,-100,-78,-75,-78,-78,-79,-78,-81,-84,-84,-80,-82,-83,-83,-78,-81,-81,-79,-78,-81,-85,-86,-86,-100,-85,-83,-88,-88,-88,-85,-88,-85,-100,-100,-80,-86,-84,-90,-89,-100,-86,-86,-88,-85,-85,-85,-87,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-79,-84,-84,-83,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,768,817922944946
-62,-58,-68,-69,-70,-70,-60,-60,-61,-100,-79,-75,-78,-78,-80,-80,-81,-83,-84,-80,-82,-83,-83,-78,-81,-81,-78,-78,-81,-85,-86,-86,-100,-85,-83,-88,-88,-87,-85,-88,-85,-100,-100,-82,-87,-85,-90,-88,-88,-86,-87,-88,-85,-85,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-79,-84,-84,-83,-100,-100,-100,-100,-100,-82,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,768,821254895726
-58,-58,-68,-67,-67,-69,-61,-61,-61,-86,-77,-75,-78,-79,-80,-80,-80,-82,-100,-84,-80,-80,-100,-77,-84,-83,-78,-78,-82,-86,-85,-86,-100,-85,-83,-88,-87,-87,-85,-87,-85,-100,-88,-81,-87,-85,-89,-88,-88,-86,-89,-88,-86,-85,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-79,-100,-100,-100,-100,-88,-85,-100,-100,-82,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,768,824593762756
-58,-62,-68,-69,-67,-66,-61,-61,-61,-86,-77,-74,-78,-78,-81,-77,-80,-81,-100,-82,-81,-80,-81,-78,-81,-82,-78,-78,-82,-86,-85,-86,-100,-85,-83,-87,-87,-87,-85,-86,-84,-100,-88,-81,-87,-85,-89,-88,-88,-86,-88,-87,-85,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-86,-83,-100,-88,-85,-100,-100,-81,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,768,827909184734
-100,-63,-66,-64,-63,-63,-64,-65,-65,-81,-72,-78,-80,-100,-79,-100,-100,-79,-79,-85,-79,-100,-79,-71,-84,-84,-71,-72,-84,-84,-86,-85,-88,-87,-81,-85,-86,-86,-85,-85,-76,-100,-100,-78,-77,-77,-100,-91,-100,-100,-100,-100,-100,-90,-92,-89,-100,-90,-100,-100,-100,-100,-89,-89,-87,-88,-80,-83,-84,-81,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,753,878944243621
-100,-63,-65,-64,-65,-65,-64,-64,-65,-79,-76,-77,-78,-100,-79,-76,-100,-79,-79,-84,-82,-82,-79,-71,-84,-84,-71,-72,-84,-86,-87,-88,-88,-87,-81,-85,-86,-86,-84,-85,-75,-83,-100,-78,-75,-75,-100,-91,-100,-100,-100,-100,-100,-90,-92,-89,-100,-89,-100,-100,-100,-100,-89,-89,-87,-88,-77,-83,-84,-79,-100,-100,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,753,882101166849
-100,-63,-65,-66,-65,-66,-64,-64,-65,-77,-77,-77,-78,-100,-84,-78,-84,-79,-100,-84,-81,-81,-100,-72,-85,-84,-71,-72,-84,-87,-87,-88,-100,-86,-81,-86,-87,-85,-83,-87,-75,-83,-100,-79,-75,-75,-100,-100,-100,-100,-87,-87,-100,-90,-90,-89,-89,-90,-90,-100,-100,-100,-89,-100,-100,-100,-77,-83,-84,-79,-100,-100,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,753,885422671379
-64,-64,-65,-65,-65,-66,-64,-64,-65,-77,-77,-78,-100,-100,-85,-78,-84,-100,-100,-84,-81,-81,-100,-72,-84,-84,-71,-70,-84,-87,-87,-87,-79,-86,-100,-87,-87,-85,-85,-87,-75,-100,-100,-78,-75,-75,-100,-100,-100,-100,-87,-87,-100,-90,-89,-89,-89,-90,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-84,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,753,888662375648
-64,-62,-65,-65,-66,-66,-64,-63,-64,-100,-68,-79,-100,-100,-85,-79,-100,-100,-100,-84,-82,-81,-100,-100,-84,-84,-72,-71,-84,-86,-87,-87,-79,-86,-83,-86,-86,-87,-84,-87,-75,-100,-100,-68,-76,-76,-100,-100,-100,-100,-87,-100,-100,-90,-89,-88,-100,-90,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-86,-69,-100,-100,-84,-85,-100,-78,-65,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,753,891902132783
-63,-67,-65,-66,-65,-67,-64,-63,-64,-78,-75,-79,-79,-79,-84,-79,-84,-82,-81,-84,-82,-84,-81,-71,-84,-84,-71,-71,-84,-86,-87,-86,-84,-86,-82,-86,-86,-86,-84,-87,-75,-86,-100,-77,-76,-76,-100,-100,-100,-100,-89,-89,-100,-90,-90,-88,-90,-89,-90,-100,-100,-100,-90,-100,-100,-100,-79,-100,-86,-69,-86,-100,-84,-85,-86,-79,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,753,895091260021
-100,-62,-69,-62,-63,-64,-61,-62,-61,-76,-100,-100,-100,-82,-75,-77,-100,-100,-100,-81,-79,-79,-100,-76,-81,-81,-100,-76,-80,-86,-85,-86,-81,-85,-84,-84,-85,-83,-100,-84,-80,-100,-100,-100,-80,-80,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-91,-90,-81,-100,-100,-100,-86,-100,-86,-85,-86,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,738,937047092870
-100,-61,-69,-65,-64,-64,-61,-62,-61,-77,-67,-79,-83,-81,-75,-76,-78,-100,-100,-79,-78,-79,-100,-74,-78,-79,-72,-73,-79,-84,-83,-84,-81,-84,-84,-86,-85,-85,-100,-85,-76,-86,-100,-68,-76,-76,-89,-89,-88,-100,-100,-100,-100,-100,-90,-90,-100,-94,-100,-100,-100,-100,-100,-87,-87,-88,-81,-100,-100,-68,-86,-86,-86,-85,-86,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,738,940206385733
-100,-61,-69,-64,-65,-64,-62,-62,-62,-81,-79,-82,-83,-81,-77,-76,-79,-79,-79,-81,-78,-79,-80,-74,-81,-81,-74,-73,-80,-84,-83,-84,-81,-84,-84,-86,-86,-86,-90,-85,-78,-86,-100,-80,-79,-78,-88,-88,-88,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-88,-87,-88,-81,-100,-100,-68,-100,-86,-86,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,738,943605039430
-63,-63,-68,-64,-65,-67,-62,-62,-62,-81,-81,-81,-100,-82,-77,-76,-79,-79,-79,-81,-78,-80,-79,-74,-80,-81,-74,-73,-80,-83,-83,-82,-100,-83,-87,-86,-86,-86,-90,-85,-77,-86,-100,-80,-77,-77,-87,-88,-100,-100,-100,-100,-100,-90,-89,-100,-100,-92,-100,-100,-100,-100,-91,-89,-100,-89,-81,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,738,946925764480
-63,-62,-68,-64,-65,-64,-63,-64,-63,-100,-82,-81,-82,-82,-76,-76,-79,-80,-80,-80,-78,-80,-80,-75,-80,-80,-74,-100,-80,-83,-83,-83,-100,-83,-86,-85,-85,-85,-100,-87,-81,-86,-100,-81,-81,-81,-88,-88,-100,-100,-100,-100,-100,-90,-89,-91,-100,-92,-100,-100,-100,-100,-91,-89,-89,-90,-81,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,738,950224400990
-67,-63,-68,-64,-65,-64,-64,-64,-64,-77,-78,-100,-82,-82,-76,-100,-79,-80,-80,-80,-80,-79,-80,-75,-80,-79,-75,-75,-79,-83,-83,-83,-82,-83,-85,-86,-86,-85,-100,-87,-81,-100,-100,-81,-81,-82,-88,-89,-89,-100,-100,-100,-100,-100,-89,-91,-100,-92,-100,-100,-100,-100,-91,-100,-89,-89,-81,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,738,953413457655
-100,-68,-70,-100,-100,-100,-62,-61,-61,-100,-80,-81,-77,-100,-82,-80,-82,-100,-100,-84,-81,-100,-100,-72,-84,-84,-73,-72,-100,-88,-89,-89,-100,-89,-100,-92,-89,-90,-83,-90,-76,-100,-100,-84,-76,-77,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-91,-100,-100,-100,-78,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,723,998255648211
-72,-68,-69,-69,-69,-69,-61,-61,-61,-100,-80,-80,-77,-76,-78,-80,-82,-80,-100,-83,-81,-85,-100,-72,-84,-83,-73,-72,-83,-88,-87,-88,-100,-88,-85,-89,-89,-89,-83,-90,-76,-100,-87,-84,-76,-78,-89,-88,-88,-100,-100,-100,-100,-100,-89,-91,-100,-89,-100,-100,-100,-100,-91,-100,-100,-100,-78,-82,-82,-100,-88,-100,-100,-88,-100,-85,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,723,1001397322949
-64,-66,-68,-69,-69,-70,-64,-63,-63,-100,-70,-80,-78,-76,-78,-80,-82,-80,-81,-81,-83,-85,-80,-72,-81,-81,-100,-72,-82,-86,-87,-86,-86,-87,-85,-89,-89,-89,-83,-90,-76,-100,-87,-73,-76,-78,-89,-90,-100,-100,-100,-100,-100,-100,-89,-89,-100,-90,-100,-100,-100,-100,-90,-100,-100,-100,-100,-82,-82,-73,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,159,723,1004692832688
