60:32:b1:3e:1a:b8,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,b4:5d:50:e1:96:43,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:1f:14:00,38:17:c3:1f:14:02,44:48:c1:91:d0:11,b4:5d:50:e1:96:42,38:17:c3:1f:14:12,b4:5d:50:e1:96:51,a8:bd:27:4c:aa:81,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,a8:bd:27:4c:aa:82,20:a6:cd:42:0a:d1,44:48:c1:91:95:a0,9c:d6:43:60:92:e0,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,38:17:c3:1f:09:80,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,44:48:c1:91:95:a1,44:48:c1:91:95:b3,38:17:c3:1f:19:d1,44:48:c1:91:95:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b7,38:17:c3:1f:00:a0,44:48:c1:91:d0:02,44:48:c1:91:d0:04,44:48:c1:91:d0:01,44:48:c1:91:d0:00,38:17:c3:1f:14:01,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:80,44:48:c1:91:95:a3,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:19:45:a2,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,38:17:c3:19:45:b0,b4:5d:50:e1:96:40,44:48:c1:91:95:a2,38:17:c3:1f:09:81,20:a6:cd:42:13:f1,44:48:c1:91:aa:30,b6:e6:2d:69:d5:58,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,66:2a:2f:53:7c:99,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,b0:be:76:f8:30:5e,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:c2,38:17:c3:19:71:90,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:11,80:8d:b7:55:35:02,80:8d:b7:55:35:00,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:71:80,38:17:c3:19:71:82,68:ff:7b:e4:af:39,38:17:c3:19:36:30,38:17:c3:1e:ff:00,38:17:c3:19:36:32,80:8d:b7:55:29:d0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,20:a6:cd:50:24:a2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:42,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,38:17:c3:19:71:92,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:29:c2,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:01,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-76,-76,-74,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-50,-86,-100,-85,-100,-100,-100,-100,-57,-57,-57,-100,-87,-100,-100,-56,-56,-57,-100,-100,-78,-78,-79,-78,-75,-84,-79,-79,-78,-79,-79,-85,-86,-75,-76,-82,-85,-87,-76,-86,-86,-100,-90,-77,-84,-85,-78,-79,-79,-77,-100,-100,-100,-100,-81,-100,-100,-82,-82,-80,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,526,737,2554209222201
-100,-100,-100,-100,-100,-100,-100,-76,-76,-73,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-57,-86,-100,-85,-100,-100,-100,-100,-57,-57,-57,-100,-100,-100,-100,-56,-56,-55,-100,-100,-76,-78,-80,-81,-76,-86,-80,-80,-78,-79,-79,-82,-83,-75,-76,-82,-82,-86,-76,-84,-84,-100,-90,-100,-88,-83,-80,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-80,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,526,737,2556212179128
-100,-100,-100,-100,-100,-100,-100,-84,-84,-73,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-47,-84,-100,-84,-100,-100,-100,-100,-57,-57,-57,-100,-100,-100,-100,-56,-56,-56,-100,-100,-76,-100,-81,-82,-76,-86,-82,-80,-100,-100,-80,-85,-84,-77,-78,-84,-84,-88,-77,-88,-87,-100,-89,-100,-100,-83,-80,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,526,737,2557994527304
-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-47,-84,-100,-84,-100,-100,-100,-100,-57,-57,-57,-100,-100,-100,-100,-56,-56,-56,-100,-100,-76,-100,-81,-82,-80,-100,-81,-80,-100,-100,-80,-85,-85,-77,-78,-84,-86,-87,-78,-88,-87,-100,-89,-100,-100,-86,-80,-82,-100,-100,-100,-100,-100,-100,-82,-100,-88,-82,-82,-100,-85,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,526,737,2559861637668
-100,-100,-100,-100,-100,-100,-100,-80,-81,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-48,-88,-100,-100,-100,-100,-100,-100,-57,-57,-57,-100,-100,-100,-100,-57,-58,-57,-100,-100,-100,-79,-81,-82,-82,-88,-82,-81,-80,-100,-80,-85,-86,-77,-77,-85,-86,-84,-77,-84,-85,-100,-89,-79,-82,-86,-80,-82,-100,-79,-100,-100,-100,-100,-81,-100,-88,-80,-80,-100,-100,-100,-100,-90,-100,-100,-84,-85,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,526,737,2561776780219
-100,-100,-100,-100,-100,-100,-100,-78,-77,-74,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-87,-100,-100,-100,-100,-100,-100,-57,-57,-57,-100,-100,-100,-100,-56,-56,-55,-100,-100,-74,-100,-79,-79,-81,-86,-80,-79,-100,-100,-82,-86,-85,-76,-100,-84,-85,-84,-76,-84,-84,-100,-100,-79,-85,-85,-81,-81,-79,-80,-100,-100,-100,-100,-79,-100,-88,-77,-78,-100,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,541,737,2612658645252
-100,-100,-100,-100,-100,-100,-100,-78,-77,-71,-71,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-57,-57,-58,-100,-100,-100,-100,-55,-56,-55,-100,-100,-77,-100,-80,-80,-82,-86,-80,-80,-100,-100,-83,-86,-86,-100,-100,-100,-85,-85,-83,-84,-85,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-77,-78,-78,-78,-100,-100,-100,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,541,737,2614534943376
-100,-100,-100,-100,-100,-100,-100,-78,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-53,-100,-100,-88,-100,-100,-100,-100,-57,-57,-58,-100,-100,-100,-100,-57,-57,-58,-100,-100,-77,-100,-80,-81,-79,-89,-80,-80,-100,-100,-83,-86,-86,-82,-100,-82,-85,-85,-83,-84,-85,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-78,-78,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,541,737,2616328083063
-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-55,-100,-100,-88,-100,-100,-100,-100,-57,-57,-58,-100,-100,-100,-100,-57,-57,-58,-100,-100,-80,-100,-80,-81,-79,-89,-80,-80,-100,-100,-83,-86,-86,-82,-84,-83,-85,-86,-100,-86,-85,-100,-100,-100,-86,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-79,-78,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,541,737,2618181433375
-100,-100,-100,-100,-100,-100,-100,-81,-81,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-57,-57,-58,-100,-100,-100,-100,-57,-57,-57,-100,-100,-80,-79,-81,-81,-80,-90,-80,-81,-79,-80,-83,-84,-85,-82,-81,-83,-83,-86,-81,-86,-86,-100,-100,-100,-87,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-78,-100,-81,-81,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,541,737,2619981040093
-100,-100,-100,-100,-100,-100,-100,-81,-81,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-90,-100,-58,-58,-58,-100,-100,-100,-100,-57,-57,-57,-100,-100,-100,-79,-81,-82,-80,-90,-82,-82,-79,-80,-83,-85,-85,-82,-81,-83,-84,-86,-81,-86,-86,-100,-100,-100,-87,-84,-84,-83,-100,-100,-100,-100,-90,-100,-79,-100,-88,-78,-100,-80,-81,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,541,737,2621859607072
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-50,-90,-100,-90,-100,-100,-100,-100,-55,-55,-56,-100,-100,-100,-100,-57,-57,-57,-100,-100,-100,-100,-82,-81,-79,-100,-80,-81,-100,-100,-83,-87,-89,-81,-81,-100,-87,-84,-82,-84,-83,-100,-100,-100,-87,-88,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,556,737,2670754276636
-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-73,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-51,-90,-100,-90,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-59,-59,-58,-100,-100,-82,-83,-82,-82,-79,-89,-81,-81,-82,-100,-84,-83,-84,-81,-81,-90,-83,-84,-82,-83,-83,-100,-100,-100,-85,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-86,-100,-81,-100,-100,-82,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,556,737,2672533867313
-100,-100,-100,-100,-100,-100,-100,-82,-83,-74,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-54,-54,-54,-100,-100,-100,-100,-59,-59,-58,-100,-100,-82,-83,-82,-82,-79,-87,-82,-82,-82,-100,-84,-83,-83,-83,-81,-90,-83,-83,-84,-82,-82,-100,-100,-100,-85,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-86,-79,-100,-100,-100,-82,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,556,737,2674436416895
-100,-100,-100,-100,-100,-100,-100,-82,-83,-74,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-100,-100,-100,-100,-59,-59,-58,-100,-100,-82,-100,-82,-83,-82,-87,-83,-82,-100,-100,-83,-83,-83,-83,-82,-89,-83,-83,-83,-83,-82,-100,-100,-100,-85,-82,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-79,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,556,737,2676308976217
-100,-100,-100,-100,-100,-100,-100,-100,-83,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-54,-54,-54,-100,-100,-100,-100,-59,-59,-59,-100,-100,-82,-100,-82,-83,-84,-88,-83,-82,-100,-100,-83,-83,-83,-83,-82,-89,-83,-83,-83,-82,-82,-100,-100,-100,-85,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-79,-79,-100,-100,-83,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,556,737,2678152711008
-100,-100,-100,-100,-100,-100,-100,-80,-81,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-90,-100,-91,-100,-100,-100,-100,-55,-54,-56,-100,-100,-100,-100,-59,-59,-59,-100,-100,-100,-100,-82,-82,-84,-87,-83,-82,-100,-81,-83,-83,-83,-84,-83,-100,-83,-84,-83,-83,-83,-100,-100,-80,-85,-83,-82,-83,-81,-80,-100,-100,-100,-100,-100,-100,-84,-85,-85,-78,-79,-100,-100,-83,-82,-78,-86,-85,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,556,737,2679847616112
-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-46,-46,-47,-100,-100,-100,-100,-58,-57,-57,-100,-100,-78,-100,-86,-84,-82,-93,-85,-85,-84,-84,-83,-86,-88,-100,-100,-100,-87,-100,-100,-86,-86,-100,-100,-100,-85,-87,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-80,-100,-77,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,571,737,2728837965104
-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-57,-86,-100,-85,-100,-100,-100,-100,-47,-47,-47,-100,-100,-100,-100,-58,-57,-57,-100,-100,-78,-100,-86,-87,-79,-93,-85,-85,-84,-84,-83,-86,-87,-100,-100,-85,-85,-84,-100,-83,-86,-100,-100,-80,-86,-86,-84,-83,-81,-81,-100,-100,-87,-100,-100,-100,-89,-78,-79,-77,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-91,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,571,737,2730608080780
-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-51,-86,-100,-85,-100,-100,-100,-100,-47,-47,-47,-100,-100,-100,-100,-57,-57,-57,-100,-100,-78,-82,-86,-87,-86,-100,-85,-87,-83,-82,-82,-86,-87,-100,-100,-85,-86,-82,-100,-82,-82,-100,-100,-80,-84,-86,-83,-83,-81,-81,-100,-100,-88,-100,-78,-100,-87,-78,-79,-76,-77,-100,-100,-86,-86,-78,-100,-100,-100,-100,-90,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,571,737,2732536539529
-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-47,-47,-47,-100,-100,-100,-100,-56,-56,-55,-100,-100,-79,-82,-86,-87,-86,-89,-100,-87,-83,-82,-82,-86,-88,-81,-100,-100,-87,-82,-100,-82,-81,-87,-100,-100,-100,-86,-83,-83,-100,-100,-100,-100,-88,-100,-78,-100,-85,-100,-100,-77,-77,-100,-100,-85,-85,-78,-100,-100,-100,-100,-89,-100,-100,-100,-83,-89,-100,-100,-100,-100,-100,-100,-100,571,737,2734491920622
-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-51,-86,-100,-86,-100,-100,-100,-100,-47,-47,-47,-100,-100,-100,-100,-56,-56,-56,-100,-100,-79,-100,-89,-87,-100,-89,-86,-88,-100,-100,-100,-86,-88,-81,-100,-90,-87,-82,-84,-82,-83,-87,-100,-81,-87,-86,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-85,-100,-100,-78,-78,-100,-100,-85,-85,-77,-100,-100,-100,-100,-89,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,571,737,2736382341872
-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-50,-86,-100,-86,-100,-100,-100,-100,-47,-47,-47,-100,-100,-100,-100,-57,-57,-58,-100,-100,-100,-100,-87,-87,-83,-100,-88,-88,-100,-100,-84,-86,-86,-100,-100,-90,-87,-83,-84,-82,-82,-100,-100,-81,-91,-86,-84,-86,-81,-82,-100,-100,-100,-100,-80,-100,-85,-80,-80,-77,-77,-100,-100,-85,-85,-77,-83,-84,-100,-100,-90,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,571,737,2738244167027
-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-93,-100,-55,-55,-55,-100,-100,-100,-100,-55,-56,-54,-100,-100,-100,-100,-83,-83,-82,-89,-82,-83,-100,-100,-80,-90,-88,-100,-100,-100,-89,-86,-100,-86,-86,-85,-100,-100,-81,-89,-80,-81,-100,-100,-100,-100,-100,-100,-77,-100,-85,-78,-77,-78,-77,-87,-100,-84,-85,-76,-100,-100,-100,-100,-91,-100,-100,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,586,737,2784464803780
